"dbpedia_1005","Kaggle_4324816","0.0","0.0","0.3960597826086957","Coca-Cola Bottling Co. Consolidated","pepsi-cola bottling company of new haven"
"dbpedia_2157","Kaggle_3678022","0.0","0.0","0.3956521739130435","InnSuites Hospitality","hospitality now"
"dbpedia_2157","Kaggle_3733468","0.0","0.0","0.4892857142857143","InnSuites Hospitality","h2o hospitality, ltd."
"dbpedia_2157","Kaggle_3759943","0.0","0.0","0.38398692810457513","InnSuites Hospitality","francke's hospitality (sri lanka)"
"dbpedia_2157","Kaggle_4058498","0.0","0.0","0.5787037037037037","InnSuites Hospitality","intuitive hospitality"
"dbpedia_2157","Kaggle_4182454","0.0","0.0","0.35141987829614607","InnSuites Hospitality","4 seasons hospitality consulting"
"dbpedia_2157","Kaggle_4897376","0.0","0.0","0.6307692307692307","InnSuites Hospitality","innfinite hospitality"
"dbpedia_2159","Kaggle_5030876","0.0","0.0","0.6597222222222222","Innospec","innopec"
"dbpedia_215","Kaggle_4043996","0.0","0.0","0.5794871794871794","Amazon (company)","sion company international"
"dbpedia_215","Kaggle_4712771","0.0","0.0","0.45738636363636365","Amazon (company)","c.l. mahoney company"
"dbpedia_2160","Kaggle_3599600","0.0","0.0","0.35571054925893636","Innovative Interfaces","center for innovative practices (cip)"
"dbpedia_2160","Kaggle_4624860","0.0","0.0","0.4892156862745098","Innovative Interfaces","innovative inteligence solutions"
"dbpedia_2163","Kaggle_4178680","0.0","0.0","0.7","Inpex","inpep"
"dbpedia_2165","Kaggle_4062989","0.0","0.0","0.3909853249475891","Instituto Costarricense de Electricidad","servicios integrales de electricidad"
"dbpedia_2168","Kaggle_3977760","0.0","0.0","0.7431818181818182","Integra Home Theater","integrity home theater"
"dbpedia_2169","Kaggle_5013581","0.0","0.5384615384615384","0.6025641025641026","IntegraFin","integra fuels"
"dbpedia_2170","Kaggle_3474670","0.0","0.0","0.38760504201680673","Integrated Electrical Services","home service electrical"
"dbpedia_2170","Kaggle_3477073","0.0","0.0","0.5794930875576036","Integrated Electrical Services","spm electrical services limited"
"dbpedia_2170","Kaggle_3484618","0.0","0.0","0.430623973727422","Integrated Electrical Services","consolidated electrical systems, inc."
"dbpedia_2170","Kaggle_3494319","0.0","0.0","0.5319548872180451","Integrated Electrical Services","crooks h.v.a.c electrical services limited"
"dbpedia_2170","Kaggle_3532154","0.0","0.0","0.34680451127819545","Integrated Electrical Services","red alert it services"
"dbpedia_2170","Kaggle_3550808","0.0","0.0","0.5327144120247569","Integrated Electrical Services","progressive electrical services, inc."
"dbpedia_2170","Kaggle_3571354","0.0","0.0","0.584375","Integrated Electrical Services","integrated directional services pty ltd"
"dbpedia_2170","Kaggle_3590589","0.0","0.43243243243243246","0.5745798319327731","Integrated Electrical Services","bolton electrical services ltd"
"dbpedia_2170","Kaggle_3599804","0.0","0.0","0.3937728937728938","Integrated Electrical Services","n franktex. integrated services ltd"
"dbpedia_2170","Kaggle_3607883","0.0","0.0","0.549812030075188","Integrated Electrical Services","powerforce electrical services limited"
"dbpedia_2170","Kaggle_3650138","0.0","0.0","0.40861344537815125","Integrated Electrical Services","integrant services, llc"
"dbpedia_2170","Kaggle_3661440","0.0","0.0","0.6655844155844155","Integrated Electrical Services","kindred electrical services"
"dbpedia_2170","Kaggle_3665316","0.0","0.0","0.5210084033613445","Integrated Electrical Services","lgp electrical services pty ltd"
"dbpedia_2170","Kaggle_3668330","0.0","0.0","0.34831029185867896","Integrated Electrical Services","redemption reintegration services"
"dbpedia_2170","Kaggle_3688894","0.0","0.0","0.49624060150375937","Integrated Electrical Services","compass electrical services, llc"
"dbpedia_2170","Kaggle_3697100","0.0","0.0","0.4790189125295508","Integrated Electrical Services","integrated healthcare auditing & services, inc."
"dbpedia_2170","Kaggle_3721519","0.0","0.0","0.515473032714412","Integrated Electrical Services","sbw building and electrical services limited"
"dbpedia_2170","Kaggle_3729183","0.0","0.0","0.5615079365079365","Integrated Electrical Services","marshall electrical services"
"dbpedia_2170","Kaggle_3729495","0.0","0.0","0.36310223266745006","Integrated Electrical Services","star electrical services & general supplies, inc."
"dbpedia_2170","Kaggle_3731682","0.0","0.0","0.45311327831957987","Integrated Electrical Services","integral professional services (bvi)"
"dbpedia_2170","Kaggle_3745103","0.0","0.0","0.40199335548172754","Integrated Electrical Services","university technical services"
"dbpedia_2170","Kaggle_3759938","0.0","0.0","0.3685064935064935","Integrated Electrical Services","electrical source"
"dbpedia_2170","Kaggle_3768265","0.0","0.0","0.44659377628259045","Integrated Electrical Services","jmc integrated business services"
"dbpedia_2170","Kaggle_3774468","0.0","0.0","0.5995670995670996","Integrated Electrical Services","meyer electrical services inc."
"dbpedia_2170","Kaggle_3834368","0.0","0.0","0.3597603946441156","Integrated Electrical Services","logins - logistics integrated services"
"dbpedia_2170","Kaggle_3849170","0.0","0.0","0.446078431372549","Integrated Electrical Services","integrated recycling services company"
"dbpedia_2170","Kaggle_3862122","0.0","0.0","0.3502747252747253","Integrated Electrical Services","fusion intergrated services"
"dbpedia_2170","Kaggle_3866374","0.43243243243243246","0.0","0.5555019305019305","Integrated Electrical Services","new living electrical services ltd"
"dbpedia_2170","Kaggle_3881423","0.0","0.0","0.5700104493207941","Integrated Electrical Services","electrician electrical services"
"dbpedia_2170","Kaggle_3907259","0.0","0.0","0.6035714285714285","Integrated Electrical Services","venture electrical services limited"
"dbpedia_2170","Kaggle_3932618","0.0","0.0","0.3465408805031447","Integrated Electrical Services","voltex electric - professional electrician services"
"dbpedia_2170","Kaggle_3947819","0.0","0.0","0.3954703832752613","Integrated Electrical Services","finley industrial services"
"dbpedia_2170","Kaggle_3951228","0.0","0.0","0.5665584415584416","Integrated Electrical Services","integral medical service"
"dbpedia_2170","Kaggle_3967942","0.0","0.0","0.49064171122994654","Integrated Electrical Services","advanced lighting & electrical services, inc"
"dbpedia_2170","Kaggle_3969690","0.0","0.0","0.4373522458628842","Integrated Electrical Services","integrated business consulting services"
"dbpedia_2170","Kaggle_3973643","0.0","0.0","0.44426406926406925","Integrated Electrical Services","electrical sign service"
"dbpedia_2170","Kaggle_3978404","0.0","0.0","0.3776282590412111","Integrated Electrical Services","eco electrical & building services ltd"
"dbpedia_2170","Kaggle_3980832","0.0","0.0","0.38294010889292196","Integrated Electrical Services","electrical maintenance services"
"dbpedia_2170","Kaggle_3989376","0.0","0.0","0.5733590733590734","Integrated Electrical Services","true power electrical services"
"dbpedia_2170","Kaggle_4045419","0.0","0.0","0.34925249169435213","Integrated Electrical Services","linden real estate services inc"
"dbpedia_2170","Kaggle_4045667","0.0","0.0","0.6325757575757576","Integrated Electrical Services","hunter electrical services limited"
"dbpedia_2170","Kaggle_4061458","0.0","0.0","0.5186011904761905","Integrated Electrical Services","miles astley electrical services pty ltd"
"dbpedia_2170","Kaggle_4062989","0.3488372093023256","0.0","0.35623678646934465","Integrated Electrical Services","servicios integrales de electricidad"
"dbpedia_2170","Kaggle_4067780","0.0","0.0","0.5366541353383458","Integrated Electrical Services","dependable electrical service"
"dbpedia_2170","Kaggle_4073253","0.0","0.0","0.4196755625327053","Integrated Electrical Services","jmg air conditioning and electrical services pty ltd."
"dbpedia_2170","Kaggle_4088966","0.0","0.0","0.44787644787644787","Integrated Electrical Services","attric technical services limited"
"dbpedia_2170","Kaggle_4103600","0.0","0.0","0.4839285714285714","Integrated Electrical Services","intergrated shipping services limited"
"dbpedia_2170","Kaggle_4148098","0.0","0.0","0.34663865546218486","Integrated Electrical Services","electrical systems"
"dbpedia_2170","Kaggle_4159774","0.0","0.0","0.43603896103896106","Integrated Electrical Services","ashfield electrical services (south west) limited"
"dbpedia_2170","Kaggle_4179510","0.0","0.0","0.4797297297297297","Integrated Electrical Services","mount electrical services - india"
"dbpedia_2170","Kaggle_4182835","0.0","0.0","0.416260162601626","Integrated Electrical Services","integrated services & solutions, llc"
"dbpedia_2170","Kaggle_4226889","0.0","0.0","0.39614121510673234","Integrated Electrical Services","integrated micro-electronics, inc. usa"
"dbpedia_2170","Kaggle_4235847","0.0","0.0","0.43147840531561465","Integrated Electrical Services","integrity engineering services, inc."
"dbpedia_2170","Kaggle_4250889","0.0","0.3111111111111111","0.3759157509157509","Integrated Electrical Services","greenphil integrated services limited"
"dbpedia_2170","Kaggle_4274414","0.0","0.0","0.3553571428571428","Integrated Electrical Services","choice dementia services"
"dbpedia_2170","Kaggle_4289061","0.0","0.0","0.4244505494505495","Integrated Electrical Services","integrated services network s.r.o."
"dbpedia_2170","Kaggle_4291972","0.4473684210526316","0.0","0.602994555353902","Integrated Electrical Services","integrated residential services"
"dbpedia_2170","Kaggle_4301795","0.0","0.0","0.5376447876447876","Integrated Electrical Services","armadillo electrical services ltd"
"dbpedia_2170","Kaggle_4304426","0.0","0.0","0.42569444444444443","Integrated Electrical Services","integrative home health services, llc"
"dbpedia_2170","Kaggle_4308069","0.0","0.0","0.37250830564784054","Integrated Electrical Services","southern industrial services"
"dbpedia_2170","Kaggle_4312159","0.0","0.0","0.43214285714285716","Integrated Electrical Services","green integrated services"
"dbpedia_2170","Kaggle_4332203","0.0","0.0","0.40240641711229946","Integrated Electrical Services","hazra electrical services pvt.ltd. - india"
"dbpedia_2170","Kaggle_4349108","0.0","0.0","0.4806034482758621","Integrated Electrical Services","christopher's electrical service"
"dbpedia_2170","Kaggle_4354133","0.0","0.0","0.518796992481203","Integrated Electrical Services","integrated stormwater services, inc."
"dbpedia_2170","Kaggle_4364465","0.0","0.0","0.4266230223677032","Integrated Electrical Services","galeborough electrical mechanical services ltd"
"dbpedia_2170","Kaggle_4388497","0.0","0.0","0.4265873015873016","Integrated Electrical Services","web integrated services (wis)"
"dbpedia_2170","Kaggle_4429133","0.0","0.0","0.5154440154440154","Integrated Electrical Services","radiant electrical services, llc"
"dbpedia_2170","Kaggle_4445149","0.45714285714285713","0.45714285714285713","0.5857142857142857","Integrated Electrical Services","gephart electrical services"
"dbpedia_2170","Kaggle_4458458","0.0","0.0","0.38561776061776065","Integrated Electrical Services","docsays integrated services"
"dbpedia_2170","Kaggle_4502891","0.0","0.0","0.42101042502004815","Integrated Electrical Services","integrity construction services"
"dbpedia_2170","Kaggle_4532872","0.0","0.0","0.39202898550724635","Integrated Electrical Services","north providence medical services, inc."
"dbpedia_2170","Kaggle_4537152","0.0","0.0","0.5678571428571428","Integrated Electrical Services","kellyco electrical services"
"dbpedia_2170","Kaggle_4548525","0.0","0.0","0.43705743509047995","Integrated Electrical Services","smart electrical services (scotland) ltd"
"dbpedia_2170","Kaggle_4552643","0.0","0.0","0.6293103448275862","Integrated Electrical Services","independent electrical services ltd"
"dbpedia_2170","Kaggle_4573123","0.0","0.0","0.5545112781954887","Integrated Electrical Services","envirotech electrical service inc"
"dbpedia_2170","Kaggle_4580566","0.0","0.0","0.5042283298097252","Integrated Electrical Services","integrated project planning services limited"
"dbpedia_2170","Kaggle_4607752","0.0","0.0","0.34893822393822393","Integrated Electrical Services","tracedata services inc."
"dbpedia_2170","Kaggle_4608394","0.0","0.0","0.3826219512195122","Integrated Electrical Services","amp electrical and maintenance services ltd."
"dbpedia_2170","Kaggle_4613309","0.0","0.0","0.3947833775419982","Integrated Electrical Services","bbs electrical services southern limited"
"dbpedia_2170","Kaggle_4616616","0.0","0.0","0.501573564122738","Integrated Electrical Services","heatsource electrical services llp"
"dbpedia_2170","Kaggle_4622779","0.0","0.0","0.3866995073891626","Integrated Electrical Services","jed electrical ltd"
"dbpedia_2170","Kaggle_4633705","0.0","0.0","0.3540189125295508","Integrated Electrical Services","s&d electrical engineer & building services ltd"
"dbpedia_2170","Kaggle_4652630","0.0","0.0","0.48604651162790696","Integrated Electrical Services","h. pickup mechanical and electrical services limited"
"dbpedia_2170","Kaggle_4653438","0.0","0.0","0.6152073732718895","Integrated Electrical Services","ara electrical services"
"dbpedia_2170","Kaggle_4704370","0.0","0.0","0.3747680890538033","Integrated Electrical Services","geo-environmental and technical  services"
"dbpedia_2170","Kaggle_4721995","0.0","0.0","0.5499557913351016","Integrated Electrical Services","countrywide electrical services limited"
"dbpedia_2170","Kaggle_4722457","0.0","0.0","0.4131313131313131","Integrated Electrical Services","cfc integrated transport services pvt ltd"
"dbpedia_2170","Kaggle_4727204","0.0","0.0","0.37732919254658387","Integrated Electrical Services","integrated financial services (ifs) tax accountants"
"dbpedia_2170","Kaggle_4728492","0.0","0.0","0.5464285714285715","Integrated Electrical Services","delta electrical services llc"
"dbpedia_2170","Kaggle_4745700","0.0","0.0","0.44003378378378377","Integrated Electrical Services","sunpro integrated communication services ltd"
"dbpedia_2170","Kaggle_4762484","0.0","0.0","0.45741758241758246","Integrated Electrical Services","westcoast electric services"
"dbpedia_2170","Kaggle_4783451","0.0","0.4146341463414634","0.0","Integrated Electrical Services","lindsay electrical services limited"
"dbpedia_2170","Kaggle_4806312","0.0","0.0","0.3678294573643411","Integrated Electrical Services","integra software services private limited"
"dbpedia_2170","Kaggle_4834208","0.5862068965517241","0.5862068965517241","0.6323891625615763","Integrated Electrical Services","kd electrical services"
"dbpedia_2170","Kaggle_4841514","0.0","0.0","0.4121110176619007","Integrated Electrical Services","ptsg electrical testing services limited"
"dbpedia_2170","Kaggle_4875396","0.0","0.0","0.5177025963808025","Integrated Electrical Services","university electrical services, llc"
"dbpedia_2170","Kaggle_4883118","0.0","0.0","0.37368815592203897","Integrated Electrical Services","inter-continental claim services, inc."
"dbpedia_2170","Kaggle_4926168","0.0","0.0","0.4638351555929353","Integrated Electrical Services","engineered electric services, llc"
"dbpedia_2170","Kaggle_4935880","0.0","0.0","0.4810235767682576","Integrated Electrical Services","premier installation electrical services limited"
"dbpedia_2170","Kaggle_4960817","0.0","0.0","0.45596590909090906","Integrated Electrical Services","accelerated mechanical services, llc"
"dbpedia_2170","Kaggle_5005602","0.0","0.0","0.5234962406015038","Integrated Electrical Services","integral commercial services limited"
"dbpedia_2170","Kaggle_5013671","0.0","0.0","0.45704633204633205","Integrated Electrical Services","ico electrical & data services"
"dbpedia_2170","Kaggle_5021891","0.0","0.0","0.5150862068965517","Integrated Electrical Services","integrated hvac systems & services, inc."
"dbpedia_2170","Kaggle_5026872","0.5161290322580645","0.5161290322580645","0.5973502304147466","Integrated Electrical Services","eco-electrical services"
"dbpedia_2170","Kaggle_5062864","0.0","0.0","0.4069548872180451","Integrated Electrical Services","a/c electrical services inc. naples fl"
"dbpedia_2170","Kaggle_5082273","0.0","0.0","0.46889400921658986","Integrated Electrical Services","integrated management services (ims)"
"dbpedia_2170","Kaggle_5091164","0.0","0.0","0.3735897435897436","Integrated Electrical Services","constellation strategy & analytical services"
"dbpedia_2170","Kaggle_5092896","0.0","0.0","0.628968253968254","Integrated Electrical Services","generator & electrical services"
"dbpedia_2170","Kaggle_5095195","0.0","0.0","0.5817099567099567","Integrated Electrical Services","acorn electrical services"
"dbpedia_2170","Kaggle_5150568","0.0","0.0","0.3549107142857143","Integrated Electrical Services","integrated audio technologies"
"dbpedia_2170","Kaggle_5170816","0.22950819672131148","0.0","0.0","Integrated Electrical Services","seama electrical and telecommunications engineering services"
"dbpedia_2170","Kaggle_5187513","0.0","0.0","0.3943050193050193","Integrated Electrical Services","mash integration services"
"dbpedia_2170","Kaggle_5194810","0.0","0.0","0.41163793103448276","Integrated Electrical Services","dnt electrical building services"
"dbpedia_2170","Kaggle_5207850","0.0","0.0","0.497822299651568","Integrated Electrical Services","integrity educational services"
"dbpedia_2170","Kaggle_5239705","0.0","0.0","0.4951298701298701","Integrated Electrical Services","integrated services plus limited"
"dbpedia_2170","Kaggle_5255249","0.0","0.0","0.44991289198606277","Integrated Electrical Services","intercorr industrial services"
"dbpedia_2171","Kaggle_3487479","0.0","0.0","0.5213675213675214","Integrated Micro-Electronics, Inc.","gme general micro electronics"
"dbpedia_2171","Kaggle_3594530","0.0","0.0","0.614010989010989","Integrated Micro-Electronics, Inc.","rcd microelectronics"
"dbpedia_2171","Kaggle_4049889","0.0","0.0","0.42086648983200703","Integrated Micro-Electronics, Inc.","seamless integration electronic ltd"
"dbpedia_2171","Kaggle_4109871","0.0","0.0","0.3631221719457014","Integrated Micro-Electronics, Inc.","chicopee electronics, inc."
"dbpedia_2171","Kaggle_4226889","0.0","0.0","0.8947044334975369","Integrated Micro-Electronics, Inc.","integrated micro-electronics, inc. usa"
"dbpedia_2171","Kaggle_4514667","0.0","0.0","0.48981900452488686","Integrated Micro-Electronics, Inc.","insys - microelectronics gmbh"
"dbpedia_2171","Kaggle_4567205","0.0","0.0","0.5144230769230769","Integrated Micro-Electronics, Inc.","intel asia electronics inc"
"dbpedia_2171","Kaggle_5054638","0.0","0.0","0.43626373626373627","Integrated Micro-Electronics, Inc.","wr medical electronics inc"
"dbpedia_2171","Kaggle_5163364","0.0","0.0","0.5070733863837312","Integrated Micro-Electronics, Inc.","shanghai fudan microelectronics co. ltd"
"dbpedia_2172","Kaggle_3887630","0.0","0.0","0.5462962962962963","Integrated Micro-Electronics, Inc.","integrated electronic designs"
"dbpedia_2172","Kaggle_3924083","0.0","0.0","0.46853625170998636","Integrated Micro-Electronics, Inc.","institute for microelectronics - tu wien"
"dbpedia_2172","Kaggle_4143875","0.0","0.0","0.35616883116883113","Integrated Micro-Electronics, Inc.","mpower microelectronics incorporation"
"dbpedia_2172","Kaggle_4244666","0.0","0.0","0.38568376068376065","Integrated Micro-Electronics, Inc.","integral connections"
"dbpedia_2172","Kaggle_4318663","0.0","0.0","0.5719602977667494","Integrated Micro-Electronics, Inc.","tektron micro electronics inc"
"dbpedia_2172","Kaggle_4595440","0.0","0.0","0.42004048582995945","Integrated Micro-Electronics, Inc.","integrated project systems ltd"
"dbpedia_2172","Kaggle_4691436","0.0","0.0","0.5582750582750583","Integrated Micro-Electronics, Inc.","leaguer microelectronics co., ltd."
"dbpedia_2172","Kaggle_4915413","0.0","0.0","0.539044289044289","Integrated Micro-Electronics, Inc.","tiny pcb microelectronics"
"dbpedia_2172","Kaggle_5082273","0.0","0.0","0.38530465949820786","Integrated Micro-Electronics, Inc.","integrated management services (ims)"
"dbpedia_2172","Kaggle_5150568","0.0","0.0","0.3615384615384616","Integrated Micro-Electronics, Inc.","integrated audio technologies"
"dbpedia_2173","Kaggle_3868900","0.0","0.0","0.5634920634920635","Intel","intelma 2.0"
"dbpedia_2173","Kaggle_3990086","0.0","0.0","0.3589743589743589","Intel","intellect labs"
"dbpedia_2175","Kaggle_3460432","0.0","0.0","0.8516483516483517","InterDigital","interdigital.nl"
"dbpedia_2176","Kaggle_3494664","0.0","0.0","0.3740053050397878","InterOil Exploration and Production","thunderbrain productions"
"dbpedia_2176","Kaggle_3516018","0.0","0.0","0.4415768576290414","InterOil Exploration and Production","keyhan exploration and production services ?keps?"
"dbpedia_2176","Kaggle_3521034","0.0","0.0","0.41648706896551724","InterOil Exploration and Production","roll in production group"
"dbpedia_2176","Kaggle_3524655","0.0","0.0","0.5119339045287638","InterOil Exploration and Production","occidental international exploration and production company"
"dbpedia_2176","Kaggle_3535376","0.0","0.0","0.4482758620689655","InterOil Exploration and Production","interproductions"
"dbpedia_2176","Kaggle_3682338","0.0","0.0","0.3901477832512315","InterOil Exploration and Production","tehillah production"
"dbpedia_2176","Kaggle_3716778","0.0","0.0","0.520979020979021","InterOil Exploration and Production","lotos exploration and production norge a/s"
"dbpedia_2176","Kaggle_3720084","0.0","0.0","0.38200431034482757","InterOil Exploration and Production","fedora production"
"dbpedia_2176","Kaggle_3748978","0.0","0.0","0.4199507389162561","InterOil Exploration and Production","action production"
"dbpedia_2176","Kaggle_3757035","0.0","0.0","0.3461206896551724","InterOil Exploration and Production","the water innovation project"
"dbpedia_2176","Kaggle_3835943","0.0","0.0","0.45899347623485554","InterOil Exploration and Production","infinite motion productions, inc."
"dbpedia_2176","Kaggle_3860232","0.0","0.0","0.37144837144837145","InterOil Exploration and Production","construction instruction productions, llc"
"dbpedia_2176","Kaggle_3992776","0.0","0.0","0.3777429467084639","InterOil Exploration and Production","tihati productions, ltd."
"dbpedia_2176","Kaggle_4004546","0.0","0.0","0.6049261083743842","InterOil Exploration and Production","kapex exploration and productiuon"
"dbpedia_2176","Kaggle_4082226","0.0","0.0","0.37390988372093026","InterOil Exploration and Production","motion integrated design and production"
"dbpedia_2176","Kaggle_4174173","0.32075471698113206","0.0","0.42633480529907664","InterOil Exploration and Production","chevron north america exploration and production company"
"dbpedia_2176","Kaggle_4178684","0.0","0.0","0.35902636916835695","InterOil Exploration and Production","unibrow production"
"dbpedia_2176","Kaggle_4220204","0.0","0.0","0.4245107176141659","InterOil Exploration and Production","power generation products, inc."
"dbpedia_2176","Kaggle_4250719","0.0","0.0","0.3625914315569488","InterOil Exploration and Production","molala production"
"dbpedia_2176","Kaggle_4381119","0.0","0.0","0.3811252268602541","InterOil Exploration and Production","phoenix pork production inc"
"dbpedia_2176","Kaggle_4406938","0.0","0.0","0.4148706896551724","InterOil Exploration and Production","a nelson production"
"dbpedia_2176","Kaggle_4421507","0.0","0.0","0.3697318007662835","InterOil Exploration and Production","next level production"
"dbpedia_2176","Kaggle_4434696","0.0","0.0","0.3531701890989989","InterOil Exploration and Production","pura production group"
"dbpedia_2176","Kaggle_4533640","0.0","0.0","0.3992456896551724","InterOil Exploration and Production","lead-in production"
"dbpedia_2176","Kaggle_4616427","0.0","0.0","0.4044334975369458","InterOil Exploration and Production","intersection education"
"dbpedia_2176","Kaggle_4796675","0.0","0.0","0.345350052246604","InterOil Exploration and Production","still productions"
"dbpedia_2176","Kaggle_4832838","0.0","0.0","0.40744101633393826","InterOil Exploration and Production","poetry in motion productions, inc."
"dbpedia_2176","Kaggle_4915703","0.0","0.0","0.3524904214559387","InterOil Exploration and Production","chill out productions ltd"
"dbpedia_2176","Kaggle_4984387","0.0","0.0","0.35566502463054184","InterOil Exploration and Production","analekta production"
"dbpedia_2176","Kaggle_5009148","0.0","0.0","0.37842617152961977","InterOil Exploration and Production","toppa esports production"
"dbpedia_2176","Kaggle_5125738","0.0","0.0","0.4241379310344828","InterOil Exploration and Production","enterprise oil exploration ltd."
"dbpedia_2176","Kaggle_5191630","0.0","0.0","0.3758620689655172","InterOil Exploration and Production","erik blomqvist production"
"dbpedia_2176","Kaggle_5198165","0.0","0.0","0.3611847922192749","InterOil Exploration and Production","aerial drone productions"
"dbpedia_2176","Kaggle_5225860","0.0","0.0","0.3620689655172414","InterOil Exploration and Production","bon productions"
"dbpedia_2176","Kaggle_5255808","0.0","0.0","0.3737322515212982","InterOil Exploration and Production","rex lint productions"
"dbpedia_2177","Kaggle_3866404","0.0","0.0","0.356280193236715","Interactive Brokers","inzeit interactive"
"dbpedia_2177","Kaggle_4034475","0.0","0.0","0.4312865497076023","Interactive Brokers","n19 interactiva"
"dbpedia_2177","Kaggle_4220294","0.0","0.0","0.3623188405797102","Interactive Brokers","beamz interactive, inc."
"dbpedia_2177","Kaggle_4257311","0.0","0.0","0.4012903225806451","Interactive Brokers","interactive skills training"
"dbpedia_2177","Kaggle_4539941","0.0","0.0","0.5229468599033816","Interactive Brokers","interactive window"
"dbpedia_2177","Kaggle_4543976","0.0","0.0","0.376984126984127","Interactive Brokers","tribe9 interactive"
"dbpedia_2177","Kaggle_5037175","0.0","0.0","0.513888888888889","Interactive Brokers","interactive technologies gateway"
"dbpedia_2177","Kaggle_5094060","0.0","0.0","0.4461152882205514","Interactive Brokers","intersec interactive, inc"
"dbpedia_2179","Kaggle_3538662","0.0","0.0","0.45584415584415583","Intercontinental Bank","intercontinental berchtesgaden resort"
"dbpedia_2179","Kaggle_3597154","0.0","0.0","0.7559523809523809","Intercontinental Bank","intercontinentaladdis"
"dbpedia_2179","Kaggle_3599900","0.0","0.0","0.37340301974448314","Intercontinental Bank","intercontinental media & communication services"
"dbpedia_2179","Kaggle_3641469","0.0","0.0","0.6076923076923078","Intercontinental Bank","intercontinental polymer pvt ltd"
"dbpedia_2179","Kaggle_4112594","0.0","0.0","0.5172413793103449","Intercontinental Bank","avalon intercontinental nigeria limited"
"dbpedia_2179","Kaggle_4305916","0.0","0.0","0.46117424242424243","Intercontinental Bank","hardy properties at intercontinental"
"dbpedia_2179","Kaggle_4434161","0.0","0.0","0.5345238095238095","Intercontinental Bank","intercontinental beijing beichen"
"dbpedia_2179","Kaggle_4509326","0.0","0.358974358974359","0.0","Intercontinental Bank","aryam inter-continental private limited"
"dbpedia_2179","Kaggle_4661776","0.0","0.0","0.6325000000000001","Intercontinental Bank","intercontinental packaging inc"
"dbpedia_2179","Kaggle_4756973","0.0","0.0","0.8377192982456141","Intercontinental Bank","intercontinental s.r.l."
"dbpedia_2179","Kaggle_4805185","0.0","0.0","0.4311145510835913","Intercontinental Bank","intercontinental wapic insurance plc (wapic)"
"dbpedia_2179","Kaggle_4883118","0.0","0.0","0.5437192118226601","Intercontinental Bank","inter-continental claim services, inc."
"dbpedia_2179","Kaggle_4897338","0.0","0.0","0.6116666666666667","Intercontinental Bank","best intercontinental trade limited"
"dbpedia_2179","Kaggle_4939008","0.0","0.0","0.5031512605042017","Intercontinental Bank","intercontinental partner & partnerlink"
"dbpedia_2180","Kaggle_3538662","0.0","0.0","0.49721254355400696","Intercontinental Exchange","intercontinental berchtesgaden resort"
"dbpedia_2180","Kaggle_3597154","0.0","0.0","0.6011904761904763","Intercontinental Exchange","intercontinentaladdis"
"dbpedia_2180","Kaggle_3599900","0.0","0.0","0.4030612244897959","Intercontinental Exchange","intercontinental media & communication services"
"dbpedia_2180","Kaggle_3641469","0.0","0.0","0.534965034965035","Intercontinental Exchange","intercontinental polymer pvt ltd"
"dbpedia_2180","Kaggle_3671549","0.0","0.0","0.3498427672955975","Intercontinental Exchange","intercontinental marketing & communication consortium limited"
"dbpedia_2180","Kaggle_3709663","0.0","0.0","0.5121212121212121","Intercontinental Exchange","wow intercontinental limited london"
"dbpedia_2180","Kaggle_3893849","0.0","0.0","0.6426282051282051","Intercontinental Exchange","intercontinental art"
"dbpedia_2180","Kaggle_4112594","0.0","0.0","0.4478098788443616","Intercontinental Exchange","avalon intercontinental nigeria limited"
"dbpedia_2180","Kaggle_4509326","0.0","0.32558139534883723","0.498015873015873","Intercontinental Exchange","aryam inter-continental private limited"
"dbpedia_2180","Kaggle_4756973","0.0","0.0","0.6217948717948718","Intercontinental Exchange","intercontinental s.r.l."
"dbpedia_2180","Kaggle_4805185","0.0","0.0","0.44172932330827075","Intercontinental Exchange","intercontinental wapic insurance plc (wapic)"
"dbpedia_2180","Kaggle_4883118","0.0","0.0","0.5014367816091955","Intercontinental Exchange","inter-continental claim services, inc."
"dbpedia_2180","Kaggle_4939008","0.0","0.0","0.4730392156862745","Intercontinental Exchange","intercontinental partner & partnerlink"
"dbpedia_2180","Kaggle_5222363","0.0","0.0","0.40964147286821706","Intercontinental Exchange","intercontinental express logistics solutions uk limited"
"dbpedia_2181","Kaggle_4794567","0.0","0.0","0.4047619047619047","Interface, Inc.","integra finance ltd."
"dbpedia_2182","Kaggle_3519900","0.0","0.0","0.35403726708074534","Intermediate Capital Group","united commercial group and capital"
"dbpedia_2183","Kaggle_4338859","0.0","0.3617021276595745","0.0","International Bancshares Corporation","royal indian raj international corporation"
"dbpedia_2183","Kaggle_4915882","0.0","0.34","0.0","International Bancshares Corporation","can freight international trading corporation"
"dbpedia_2183","Kaggle_5013585","0.0","0.22413793103448276","0.0","International Bancshares Corporation","international business development consulting"
"dbpedia_2184","Kaggle_4410884","0.0","0.0","0.8011363636363636","International Bank of Commerce","we3 commerce"
"dbpedia_2184","Kaggle_5013585","0.0","0.24074074074074073","0.0","International Bank of Commerce","international business development consulting"
"dbpedia_2185","Kaggle_4216226","0.0","0.37142857142857144","0.0","International Display Works","international design creations"
"dbpedia_2185","Kaggle_5013585","0.0","0.22641509433962265","0.0","International Display Works","international business development consulting"
