"dataworld_1003","Kaggle_1885604","0.0","0.0","0.4583333333333333","Coach","coach & coach bv"
"dataworld_1344","Kaggle_3404632","0.0","0.0","0.5659937888198757","Caesars Entertainment","cactus tree entertainment"
"dataworld_1344","Kaggle_3413035","0.0","0.0","0.47610513739546","Caesars Entertainment","alternate state entertainment"
"dataworld_1344","Kaggle_3428396","0.0","0.0","0.40370018975332067","Caesars Entertainment","cadogan entertainment investments limited"
"dataworld_1344","Kaggle_3432906","0.0","0.0","0.3170940170940171","Caesars Entertainment","gabriel interactive, inc. / gabriel entertainment / gabriel group"
"dataworld_1344","Kaggle_3450385","0.0","0.0","0.3324952859836581","Caesars Entertainment","listen hear home entertainment and automation"
"dataworld_1344","Kaggle_3451831","0.0","0.0","0.4840909090909091","Caesars Entertainment","e entertaiment"
"dataworld_1346","Kaggle_1793708","0.0","0.0","0.4027777777777778","Alfa Laval","alfa stan"
"dataworld_1348","Kaggle_2973153","0.0","0.0","0.33967391304347827","Catamaran","bahamas catamaran charters"
"dataworld_134","Kaggle_1846654","0.0","0.0","0.39869281045751637","Capital One Financial","capital hospitality"
"dataworld_134","Kaggle_2145613","0.23809523809523808","0.0","0.0","Capital One Financial","inter invest capital"
"dataworld_134","Kaggle_2270769","0.0","0.0","0.4764705882352941","Capital One Financial","capital projects corp"
"dataworld_134","Kaggle_2735843","0.0","0.0","0.333695652173913","Capital One Financial","rod capital management"
"dataworld_134","Kaggle_2868804","0.0","0.0","0.5944055944055944","Capital One Financial","capital clue"
"dataworld_134","Kaggle_2989951","0.6153846153846154","0.0","0.6923076923076923","Capital One Financial","capital online"
"dataworld_134","Kaggle_3098323","0.0","0.0","0.5098039215686275","Capital One Financial","capital concepts group ltd"
"dataworld_134","Kaggle_3287566","0.0","0.0","0.318452380952381","Capital One Financial","human capital advantage, inc."
"dataworld_1350","Kaggle_1868378","0.0","0.0","0.40235690235690236","Caltex Australia","sevice quality australia"
"dataworld_1350","Kaggle_2138127","0.0","0.0","0.3172268907563025","Caltex Australia","professional resumes australia"
"dataworld_1350","Kaggle_2250006","0.0","0.0","0.485","Caltex Australia","capital edge australia"
"dataworld_1350","Kaggle_2769120","0.0","0.0","0.3786057692307692","Caltex Australia","functional fitness australia"
"dataworld_1350","Kaggle_3028835","0.0","0.0","0.41534391534391535","Caltex Australia","gpsat systems australia"
"dataworld_1350","Kaggle_3193760","0.0","0.0","0.4391534391534392","Caltex Australia","clickstarter australia"
"dataworld_1352","Kaggle_1991425","0.0","0.0","0.32670454545454547","Dassault Systèmes","dsa systems, inc."
"dataworld_1352","Kaggle_2293449","0.0","0.0","0.3525","Dassault Systèmes","rascal systems"
"dataworld_1352","Kaggle_3230492","0.0","0.0","0.45216907675194656","Dassault Systèmes","dassault systemes, the digits project"
"dataworld_1352","Kaggle_3233955","0.0","0.0","0.34125","Dassault Systèmes","nansoft systems inc"
"dataworld_1352","Kaggle_3309893","0.0","0.0","0.32125","Dassault Systèmes","visual systems corporation"
"dataworld_1356","Kaggle_2062174","0.0","0.4074074074074074","0.0","Millicom International","cofina international"
"dataworld_1356","Kaggle_2114421","0.0","0.35294117647058826","0.0","Millicom International","international innovation company"
"dataworld_1356","Kaggle_2721989","0.0","0.0","0.36217948717948717","Millicom International","2 millimètres"
"dataworld_1357","Kaggle_2412807","0.0","0.0","0.4444444444444445","Taiwan Mobile","adiant mobile"
"dataworld_1360","Kaggle_2517658","0.0","0.0","0.6076923076923078","Bilfinger","bilfinger berger"
"dataworld_1362","Kaggle_2116789","0.0","0.0","0.47222222222222227","Hellenic Telecom","telex telecom"
"dataworld_1362","Kaggle_2293936","0.0","0.0","0.4166666666666667","Hellenic Telecom","best voice telecom"
"dataworld_1362","Kaggle_3152345","0.0","0.0","0.408695652173913","Hellenic Telecom","florence telecom"
"dataworld_1367","Kaggle_3324530","0.0","0.42105263157894735","0.0","Roper Industries","jack industries"
"dataworld_1368","Kaggle_1723442","0.0","0.0","0.3405797101449275","Shanghai Construction","hcs construction services co."
"dataworld_1368","Kaggle_1733523","0.0","0.0","0.33479532163742687","Shanghai Construction","zhengzhou huazhong construction machinery co., ltd"
"dataworld_1368","Kaggle_1735215","0.0","0.0","0.3285714285714286","Shanghai Construction","construction director"
"dataworld_1368","Kaggle_1736380","0.0","0.0","0.3684684684684685","Shanghai Construction","freeman concrete construction, llc"
"dataworld_1368","Kaggle_1740971","0.0","0.0","0.4462833914053426","Shanghai Construction","shanghai zenith mining and construction machinery co., ltd"
"dataworld_1368","Kaggle_1756292","0.0","0.0","0.4257399577167019","Shanghai Construction","shanghai pudong road and bridge construction company"
"dataworld_1368","Kaggle_1781933","0.0","0.0","0.4923913043478261","Shanghai Construction","psp constructions"
"dataworld_1368","Kaggle_1786090","0.0","0.0","0.682608695652174","Shanghai Construction","shanco construction ltd"
"dataworld_1368","Kaggle_1791434","0.0","0.0","0.3891547049441786","Shanghai Construction","australian restoration & construction"
"dataworld_1368","Kaggle_1795665","0.0","0.0","0.7708333333333334","Shanghai Construction","shanghai vmc constructions co., ltd"
"dataworld_1368","Kaggle_1803522","0.0","0.0","0.3569424964936886","Shanghai Construction","bush construction company, inc."
"dataworld_1368","Kaggle_1839106","0.0","0.0","0.4035714285714286","Shanghai Construction","cloud construction, llc"
"dataworld_1368","Kaggle_1844694","0.0","0.0","0.3201357466063348","Shanghai Construction","robot construction machinery co."
"dataworld_1368","Kaggle_1853454","0.0","0.0","0.40165484633569737","Shanghai Construction","shanghai sunking construction management & consulting co., ltd."
"dataworld_1368","Kaggle_1858169","0.0","0.0","0.4079268292682927","Shanghai Construction","xcube engineering & construction (shanghai) co.,ltd."
"dataworld_1368","Kaggle_1868333","0.0","0.0","0.46033653846153844","Shanghai Construction","siva swathi constructions pvt ltd"
"dataworld_1368","Kaggle_1873652","0.0","0.0","0.3113026819923372","Shanghai Construction","brewer construction services llc"
"dataworld_1368","Kaggle_1884223","0.0","0.0","0.5351851851851852","Shanghai Construction","lindsay construction inc."
"dataworld_1368","Kaggle_1908382","0.0","0.0","0.33056478405315615","Shanghai Construction","afriq- engineering and construction company ltd"
"dataworld_1368","Kaggle_1911360","0.0","0.0","0.33850129198966405","Shanghai Construction","wah loon engineering & construction sdn bhd"
"dataworld_1368","Kaggle_1912766","0.0","0.0","0.3531746031746032","Shanghai Construction","gibellino construction company, inc."
"dataworld_1368","Kaggle_1949439","0.0","0.0","0.47625","Shanghai Construction","vision general construction, inc."
"dataworld_1368","Kaggle_1955019","0.0","0.0","0.3446630888491353","Shanghai Construction","vinaconex xuan mai concrete and construction jsc"
"dataworld_1368","Kaggle_1976292","0.0","0.0","0.5535714285714286","Shanghai Construction","al-hashemi construction group"
"dataworld_1368","Kaggle_1978924","0.0","0.0","0.369281045751634","Shanghai Construction","gcc-green construction company"
"dataworld_1368","Kaggle_1981613","0.0","0.0","0.3189209164818921","Shanghai Construction","associated construction & engineering, inc."
"dataworld_1368","Kaggle_1982581","0.0","0.0","0.6291666666666667","Shanghai Construction","ohana construction inc."
"dataworld_1368","Kaggle_1989441","0.0","0.0","0.47151515151515155","Shanghai Construction","sanidad design and construction"
"dataworld_1368","Kaggle_1989922","0.0","0.0","0.3808510638297873","Shanghai Construction","shanghai zhengfang construction & decoration engineering co., ltd"
"dataworld_1368","Kaggle_2007989","0.0","0.0","0.41018518518518515","Shanghai Construction","best construction llc"
"dataworld_1368","Kaggle_2010643","0.0","0.0","0.40239867659222495","Shanghai Construction","west michigan roofing & construction"
"dataworld_1368","Kaggle_2018597","0.0","0.0","0.5891304347826087","Shanghai Construction","hair construction, inc."
"dataworld_1368","Kaggle_2022243","0.0","0.0","0.3886627906976744","Shanghai Construction","changsha ximai mechanical construction co.,ltd."
"dataworld_1368","Kaggle_2051399","0.0","0.0","0.3403263403263403","Shanghai Construction","phillip johnson construction company"
"dataworld_1368","Kaggle_2062136","0.0","0.0","0.545","Shanghai Construction","revoli construction co inc"
"dataworld_1368","Kaggle_2088706","0.0","0.0","0.3765144454799627","Shanghai Construction","warren brothers construction, llc"
"dataworld_1368","Kaggle_2120857","0.0","0.0","0.32735042735042735","Shanghai Construction","guangzhou xusheng construction engineering co., ltd"
"dataworld_1368","Kaggle_2126450","0.0","0.0","0.41730769230769227","Shanghai Construction","tbs construction, llc"
"dataworld_1368","Kaggle_2127702","0.0","0.0","0.34125636672325976","Shanghai Construction","mid-america construction & interiors"
"dataworld_1368","Kaggle_2160643","0.0","0.0","0.37445510026155193","Shanghai Construction","tricon commercial construction, llc"
"dataworld_1368","Kaggle_2168543","0.0","0.0","0.38964346349745327","Shanghai Construction","scorpion engineering construction limited"
"dataworld_1368","Kaggle_2172563","0.0","0.0","0.3378825475599669","Shanghai Construction","integrity construction management"
"dataworld_1368","Kaggle_2179223","0.0","0.0","0.5532915360501567","Shanghai Construction","g. o. langlois construction, inc."
"dataworld_1368","Kaggle_2196649","0.0","0.0","0.5673076923076923","Shanghai Construction","hergan construction limited"
"dataworld_1368","Kaggle_2205095","0.0","0.0","0.33469516027655566","Shanghai Construction","icon west construction corp. / icon pacific construction corp."
"dataworld_1368","Kaggle_2211505","0.0","0.0","0.41050903119868637","Shanghai Construction","loupin construction, llc"
"dataworld_1368","Kaggle_2218343","0.0","0.0","0.43915343915343913","Shanghai Construction","group west engineering & construction"
"dataworld_1368","Kaggle_2221893","0.0","0.0","0.5785714285714286","Shanghai Construction","spanclad construction limited"
"dataworld_1368","Kaggle_2234107","0.0","0.0","0.3507625272331155","Shanghai Construction","kimball construction services inc."
"dataworld_1368","Kaggle_2241953","0.0","0.0","0.34549071618037136","Shanghai Construction","3r construction solutions pvt ltd"
"dataworld_1368","Kaggle_2247146","0.0","0.0","0.5773809523809523","Shanghai Construction","de angelis construction"
"dataworld_1368","Kaggle_2247313","0.0","0.0","0.3592730661696179","Shanghai Construction","ameripride construction company"
"dataworld_1368","Kaggle_2247615","0.0","0.0","0.35357142857142854","Shanghai Construction","fbj construction ltd t/a cej"
"dataworld_1368","Kaggle_2248890","0.4","0.4","0.525","Shanghai Construction","vigor construction"
"dataworld_1368","Kaggle_2251427","0.0","0.0","0.37412587412587417","Shanghai Construction","construction connection"
"dataworld_1368","Kaggle_2256411","0.0","0.0","0.38084795321637427","Shanghai Construction","sholar architecture / sholar construction"
"dataworld_1368","Kaggle_2264761","0.43478260869565216","0.43478260869565216","0.5423913043478261","Shanghai Construction","thd construction"
"dataworld_1368","Kaggle_2291144","0.0","0.0","0.39695340501792115","Shanghai Construction","five star restoration & construction, inc."
"dataworld_1368","Kaggle_2328993","0.0","0.0","0.5581818181818181","Shanghai Construction","shahin construction & cons"
"dataworld_1368","Kaggle_2338034","0.0","0.0","0.5295566502463054","Shanghai Construction","whitetail construction"
"dataworld_1368","Kaggle_2361451","0.0","0.0","0.311875","Shanghai Construction","ei construction and development corporation"
"dataworld_1368","Kaggle_2371138","0.0","0.0","0.4315151515151515","Shanghai Construction","silverback construction llc"
"dataworld_1368","Kaggle_2384493","0.0","0.0","0.4221598877980365","Shanghai Construction","columbus construction, llc"
"dataworld_1368","Kaggle_2385828","0.0","0.0","0.40211640211640215","Shanghai Construction","ottawa greenbelt construction co., ltd."
"dataworld_1368","Kaggle_2396446","0.0","0.0","0.321875","Shanghai Construction","sangoma consulting"
"dataworld_1368","Kaggle_2407530","0.0","0.0","0.4399766899766899","Shanghai Construction","corinthian constructions pty ltd"
"dataworld_1368","Kaggle_2408827","0.0","0.0","0.3937558247903075","Shanghai Construction","q-build engineering & construction"
"dataworld_1368","Kaggle_2408972","0.0","0.0","0.42708333333333337","Shanghai Construction","green spot construction, llc"
"dataworld_1368","Kaggle_2423523","0.0","0.0","0.37151515151515146","Shanghai Construction","saab construction chemicals"
"dataworld_1368","Kaggle_2428739","0.0","0.0","0.31876456876456877","Shanghai Construction","wetech engineering construction & consulting"
"dataworld_1368","Kaggle_2440276","0.0","0.0","0.36348684210526316","Shanghai Construction","tangent construction management llc"
"dataworld_1368","Kaggle_2440664","0.0","0.0","0.6608695652173913","Shanghai Construction","shaca construction limited"
"dataworld_1368","Kaggle_2440760","0.0","0.0","0.4438990182328191","Shanghai Construction","simpkins construction llc"
"dataworld_1368","Kaggle_2444630","0.0","0.0","0.42351973684210525","Shanghai Construction","archangel engineering & construction inc"
"dataworld_1368","Kaggle_2459128","0.0","0.0","0.3293269230769231","Shanghai Construction","peak construction and consulting"
"dataworld_1368","Kaggle_2464428","0.0","0.0","0.33531746031746035","Shanghai Construction","legacy construction management, inc."
"dataworld_1368","Kaggle_2471420","0.0","0.0","0.5366004962779156","Shanghai Construction","guangdong haohe construction co., ltd."
"dataworld_1368","Kaggle_2489616","0.0","0.0","0.36778846153846156","Shanghai Construction","ellison construction company"
"dataworld_1368","Kaggle_2508717","0.0","0.0","0.726923076923077","Shanghai Construction","shanghai baoye construction co., ltd."
"dataworld_1368","Kaggle_2514010","0.0","0.0","0.3243383497664764","Shanghai Construction","shanghai posts & telecommunications technology co., ltd."
"dataworld_1368","Kaggle_2516573","0.0","0.0","0.31625","Shanghai Construction","construction antonin cotton inc"
"dataworld_1368","Kaggle_2520768","0.0","0.0","0.5287037037037037","Shanghai Construction","tamietti construction co"
"dataworld_1368","Kaggle_2527286","0.0","0.0","0.37723214285714285","Shanghai Construction","lexstar realty & lexstar construction"
"dataworld_1368","Kaggle_2545694","0.0","0.0","0.33625","Shanghai Construction","quest construction services"
"dataworld_1368","Kaggle_2545994","0.0","0.0","0.31527093596059114","Shanghai Construction","r b construction company"
"dataworld_1368","Kaggle_2557824","0.41379310344827586","0.0","0.532983508245877","Shanghai Construction","vaughandale construction limited"
"dataworld_1368","Kaggle_2567621","0.0","0.0","0.48950524737631185","Shanghai Construction","sri sai construction - india"
"dataworld_1368","Kaggle_2597134","0.0","0.0","0.34864864864864864","Shanghai Construction","shear construction & management, llc"
"dataworld_1368","Kaggle_2607250","0.0","0.0","0.5641304347826087","Shanghai Construction","vidi construction ltd"
"dataworld_1368","Kaggle_2612419","0.0","0.0","0.5391304347826087","Shanghai Construction","micon construction inc."
"dataworld_1368","Kaggle_2619180","0.0","0.0","0.5035714285714286","Shanghai Construction","pentland construction limited"
"dataworld_1368","Kaggle_2624575","0.0","0.0","0.3705432937181664","Shanghai Construction","trevisani construction management"
"dataworld_1368","Kaggle_2652002","0.0","0.0","0.3640394088669951","Shanghai Construction","on shore construction and mechanical"
"dataworld_1368","Kaggle_2664279","0.0","0.0","0.4115151515151515","Shanghai Construction","all pro roofing & construction"
"dataworld_1368","Kaggle_2673139","0.0","0.0","0.4789081885856079","Shanghai Construction","foshang construction company"
"dataworld_1368","Kaggle_2689447","0.0","0.0","0.6141304347826086","Shanghai Construction","chan construction"
"dataworld_1368","Kaggle_2761565","0.0","0.0","0.3661616161616162","Shanghai Construction","daniels & daniels construction company"
"dataworld_1368","Kaggle_2812467","0.0","0.0","0.36305361305361306","Shanghai Construction","mclean construction services"
"dataworld_1368","Kaggle_2825709","0.0","0.0","0.43625","Shanghai Construction","saturn invest constructions"
"dataworld_1368","Kaggle_2836201","0.0","0.0","0.44239130434782603","Shanghai Construction","construction crd inc"
"dataworld_1368","Kaggle_2841689","0.0","0.0","0.39415708812260536","Shanghai Construction","kawasaki construction machinery"
"dataworld_1368","Kaggle_2858857","0.0","0.0","0.5533661740558292","Shanghai Construction","spawglass construction"
"dataworld_1368","Kaggle_2865092","0.0","0.0","0.36437546193643755","Shanghai Construction","tabarak for engineering and construction"
"dataworld_1368","Kaggle_2881119","0.0","0.0","0.5838509316770186","Shanghai Construction","huang hsiang construction corporation"
"dataworld_1368","Kaggle_2899949","0.0","0.0","0.6739417989417988","Shanghai Construction","shanghai yy construction co.,ltd"
"dataworld_1368","Kaggle_2902438","0.0","0.0","0.3795269770879527","Shanghai Construction","international special engineering & construction llc"
"dataworld_1368","Kaggle_2903886","0.0","0.0","0.5547226386806596","Shanghai Construction","pj callaghan construction"
"dataworld_1368","Kaggle_2928151","0.0","0.0","0.5173913043478261","Shanghai Construction","ccr construction"
"dataworld_1368","Kaggle_2991268","0.0","0.0","0.4765795206971678","Shanghai Construction","spangler & reimers construction"
"dataworld_1368","Kaggle_2997001","0.0","0.0","0.3588516746411483","Shanghai Construction","component installation & construction, inc."
"dataworld_1368","Kaggle_3004362","0.0","0.0","0.49624999999999997","Shanghai Construction","straight arrow construction"
"dataworld_1368","Kaggle_3014043","0.0","0.0","0.4673076923076923","Shanghai Construction","modure constructions"
"dataworld_1368","Kaggle_3035050","0.0","0.0","0.35967432950191575","Shanghai Construction","horizon construction (east anglia)"
"dataworld_1368","Kaggle_3063865","0.0","0.0","0.48268398268398266","Shanghai Construction","shanduka construction and projects"
"dataworld_1368","Kaggle_3080541","0.0","0.0","0.5075075075075075","Shanghai Construction","shanghai ruibiao construction machinery co., ltd."
"dataworld_1368","Kaggle_3099082","0.0","0.0","0.8260869565217391","Shanghai Construction","shanghai cnd construction co., ltd."
"dataworld_1368","Kaggle_3109740","0.0","0.0","0.3323798627002288","Shanghai Construction","sanyati civil engineering and construction (pty) ltd"
"dataworld_1368","Kaggle_3110003","0.0","0.0","0.4343185550082102","Shanghai Construction","kodiak construction llc"
"dataworld_1368","Kaggle_3129164","0.0","0.0","0.32517482517482516","Shanghai Construction","touch of class construction and restoration"
"dataworld_1368","Kaggle_3141430","0.0","0.0","0.3647727272727273","Shanghai Construction","shanghai credit information services co. ltd."
"dataworld_1368","Kaggle_3152103","0.0","0.0","0.3131276901004304","Shanghai Construction","arcelormittal construction sverige ab"
"dataworld_1368","Kaggle_3176296","0.0","0.0","0.3188405797101449","Shanghai Construction","lpl construction services"
"dataworld_1368","Kaggle_3236509","0.0","0.0","0.4504643962848297","Shanghai Construction","shandong dahan construction machinery co., ltd."
"dataworld_1368","Kaggle_3246653","0.0","0.0","0.431981981981982","Shanghai Construction","gresham land and estates (construction) limited"
"dataworld_1368","Kaggle_3268221","0.0","0.0","0.458128078817734","Shanghai Construction","exquisite construction ltd"
"dataworld_1368","Kaggle_3269643","0.0","0.0","0.3395161290322581","Shanghai Construction","shinkei consulting"
"dataworld_1368","Kaggle_3281473","0.0","0.0","0.5308555399719495","Shanghai Construction","staightline construction co"
"dataworld_1368","Kaggle_3297105","0.0","0.0","0.31072351421188626","Shanghai Construction","venture pacific construction management ltd."
"dataworld_1368","Kaggle_3324519","0.0","0.0","0.48518518518518516","Shanghai Construction","details construction inc"
"dataworld_1368","Kaggle_3324534","0.0","0.0","0.5101851851851852","Shanghai Construction","w a ellis construction co"
"dataworld_1368","Kaggle_3340338","0.0","0.0","0.40674603174603174","Shanghai Construction","dewayne patterson construction"
"dataworld_1368","Kaggle_3363964","0.0","0.0","0.3986013986013986","Shanghai Construction","shenzhen china overseas construction limited"
"dataworld_1368","Kaggle_3376082","0.0","0.0","0.5272727272727272","Shanghai Construction","cp construction"
"dataworld_1368","Kaggle_3377494","0.0","0.0","0.47857142857142854","Shanghai Construction","lovelace construction co"
"dataworld_1368","Kaggle_3418374","0.0","0.0","0.3547297297297297","Shanghai Construction","bangladesh engineering and construction corporation ltd. (becc)"
"dataworld_1368","Kaggle_3426888","0.0","0.0","0.5564285714285714","Shanghai Construction","chain and chain construction llc"
"dataworld_1368","Kaggle_3429735","0.0","0.0","0.39999999999999997","Shanghai Construction","construct ltd."
"dataworld_1368","Kaggle_3448116","0.0","0.0","0.37992424242424244","Shanghai Construction","dai hoang gia construction & investment co., ltd"
"dataworld_1368","Kaggle_3456155","0.0","0.0","0.39045698924731187","Shanghai Construction","global construction supply"
"dataworld_1368","Kaggle_3458875","0.0","0.0","0.32222222222222224","Shanghai Construction","rocha construction consulting llc."
"dataworld_1369","Kaggle_2777231","0.8666666666666667","0.0","0.8708333333333333","China Merchants Holdings","china merchants holdings (uk) limited"
"dataworld_1369","Kaggle_3033810","0.0","0.0","0.6583333333333334","China Merchants Holdings","china merchants futures co., ltd."
"dataworld_1369","Kaggle_3285597","0.0","0.0","0.35504201680672265","China Merchants Holdings","merchant 5 star inc"
"dataworld_1374","Kaggle_2619197","0.0","0.0","0.53125","First Pacific","iris pacific"
"dataworld_1374","Kaggle_2729102","0.0","0.0","0.3352941176470588","First Pacific","pacific first aid ltd"
"dataworld_1376","Kaggle_2740879","0.0","0.0","0.3545977011494253","Semen Indonesia","perum perikanan indonesia (perindo)"
"dataworld_1376","Kaggle_2768027","0.0","0.0","0.45772946859903385","Semen Indonesia","qa technic indonesia"
"dataworld_1377","Kaggle_3256490","0.0","0.0","0.3483709273182957","Oriental Land","orientat www.orientat.es"
"dataworld_1378","Kaggle_1725752","0.0","0.0","0.3610837438423645","Rural Electrification","electronic verification systems"
"dataworld_1378","Kaggle_1773349","0.0","0.0","0.31455004205214465","Rural Electrification","a & e security and electronic solutions"
"dataworld_1378","Kaggle_1944953","0.0","0.0","0.3335526315789473","Rural Electrification","ecs ltd (electrification construction services ltd)"
"dataworld_1378","Kaggle_2058284","0.0","0.0","0.33830645161290324","Rural Electrification","central electric power cooperative"
"dataworld_1378","Kaggle_2161941","0.3111111111111111","0.0","0.37506775067750675","Rural Electrification","morgan county rural electric association (mcrea)"
"dataworld_1378","Kaggle_2248811","0.0","0.0","0.3724340175953079","Rural Electrification","e/a electrical automation inc."
"dataworld_1378","Kaggle_2251598","0.0","0.0","0.33017241379310347","Rural Electrification","electrical sensations"
"dataworld_1378","Kaggle_2268062","0.0","0.0","0.6576086956521738","Rural Electrification","bpc electrification"
"dataworld_1378","Kaggle_2385848","0.0","0.0","0.3854166666666667","Rural Electrification","buckeye rural electric co-op inc"
"dataworld_1378","Kaggle_2527205","0.0","0.0","0.36136363636363633","Rural Electrification","gl electric"
"dataworld_1378","Kaggle_2597500","0.0","0.0","0.348531211750306","Rural Electrification","hi tech electrification engineers pvt. ltd. - india"
"dataworld_1378","Kaggle_2600818","0.0","0.0","0.3211538461538461","Rural Electrification","tomas electric"
"dataworld_1378","Kaggle_2717937","0.0","0.0","0.32844827586206893","Rural Electrification","narhari electrical co ltd"
"dataworld_1378","Kaggle_2810021","0.0","0.0","0.43663003663003663","Rural Electrification","south dakota rural electric association"
"dataworld_1378","Kaggle_3003673","0.0","0.0","0.39428312159709616","Rural Electrification","industrial electronic solutions"
"dataworld_1379","Kaggle_2130306","0.0","0.0","0.5028409090909091","Exxaro Resources","wetland resources, inc."
"dataworld_1379","Kaggle_2930311","0.0","0.0","0.33652618135376755","Exxaro Resources","roc human resources and roc resources"
"dataworld_1379","Kaggle_3416414","0.0","0.0","0.32091346153846156","Exxaro Resources","quadrant people resources pty ltd"
"dataworld_137","Kaggle_1823831","0.0","0.0","0.5590277777777778","Industrial Bank","industrial electric, inc."
"dataworld_137","Kaggle_1851178","0.0","0.0","0.48538011695906436","Industrial Bank","agro industrial trust"
"dataworld_137","Kaggle_1877447","0.0","0.0","0.45227272727272727","Industrial Bank","industrial construction co., inc."
"dataworld_137","Kaggle_1942398","0.0","0.0","0.47213622291021673","Industrial Bank","industrias tricar sac"
"dataworld_137","Kaggle_2116440","0.0","0.0","0.3103448275862069","Industrial Bank","guangdong industrial enterprise limited"
"dataworld_137","Kaggle_2147559","0.0","0.0","0.7097902097902098","Industrial Bank","industria 360°"
"dataworld_137","Kaggle_2158913","0.0","0.0","0.333128078817734","Industrial Bank","industrial building maintenance inc."
"dataworld_137","Kaggle_2237546","0.0","0.0","0.3822463768115942","Industrial Bank","3i ingeniería industrial sl"
"dataworld_137","Kaggle_2237574","0.0","0.0","0.4605263157894737","Industrial Bank","meisei industrial co ltd (1976)"
"dataworld_137","Kaggle_2241581","0.0","0.0","0.5753676470588236","Industrial Bank","industrial/organic"
"dataworld_137","Kaggle_2299554","0.0","0.0","0.7803030303030303","Industrial Bank","3d industrial"
"dataworld_137","Kaggle_2308519","0.0","0.0","0.3795454545454545","Industrial Bank","m&s materiais industriais"
"dataworld_137","Kaggle_2591189","0.0","0.0","0.49845201238390097","Industrial Bank","shing hing industrial limited"
"dataworld_137","Kaggle_2637060","0.4444444444444444","0.0","0.0","Industrial Bank","armor industrial, llc"
"dataworld_137","Kaggle_2830334","0.0","0.0","0.6538461538461539","Industrial Bank","industrias tmp"
"dataworld_137","Kaggle_2879396","0.0","0.0","0.4473684210526316","Industrial Bank","industrias suomi s.a. de c.v."
"dataworld_137","Kaggle_2976260","0.0","0.0","0.474937343358396","Industrial Bank","industrial specialties co"
"dataworld_137","Kaggle_2981670","0.0","0.0","0.38795986622073575","Industrial Bank","industrial welder rebuilders"
"dataworld_137","Kaggle_3014624","0.0","0.0","0.5278637770897834","Industrial Bank","360 industrial movers"
"dataworld_137","Kaggle_3024994","0.0","0.0","0.4078674948240166","Industrial Bank","cl2r industrial solutions"
"dataworld_137","Kaggle_3219709","0.0","0.0","0.3390804597701149","Industrial Bank","industrial electrical supply, llc"
"dataworld_137","Kaggle_3313230","0.0","0.0","0.38541666666666663","Industrial Bank","sonocar industrie"
"dataworld_137","Kaggle_3317079","0.0","0.0","0.6648351648351649","Industrial Bank","aria industrial co., ltd."
"dataworld_137","Kaggle_3330570","0.0","0.0","0.4342105263157895","Industrial Bank","industrious law firm"
"dataworld_137","Kaggle_3367629","0.0","0.0","0.3516483516483516","Industrial Bank","industrial protective products"
"dataworld_137","Kaggle_3399645","0.0","0.0","0.32200460829493094","Industrial Bank","indeco-industrial electric company"
"dataworld_1382","Kaggle_1711595","0.0","0.0","0.36141906873614194","Advanced Semiconductor","bangalore semiconductor services pvt ltd"
"dataworld_1382","Kaggle_1712791","0.0","0.0","0.31141141141141143","Advanced Semiconductor","electronics, semiconductors, components, pv"
"dataworld_1382","Kaggle_1724639","0.0","0.0","0.49917898193760263","Advanced Semiconductor","calterah semiconductor"
"dataworld_1382","Kaggle_1912916","0.0","0.0","0.7380952380952381","Advanced Semiconductor","nhanced semiconductors, inc."
"dataworld_1382","Kaggle_2075465","0.0","0.0","0.3271889400921659","Advanced Semiconductor","advanced group investments"
"dataworld_1382","Kaggle_2124215","0.0","0.0","0.31026785714285715","Advanced Semiconductor","advanced microbubbles laboratories"
"dataworld_1382","Kaggle_2126554","0.0","0.0","0.38325652841781876","Advanced Semiconductor","advanced production group, llc"
"dataworld_1382","Kaggle_2127752","0.0","0.0","0.39809523809523806","Advanced Semiconductor","advanced screen technologies, inc."
"dataworld_1382","Kaggle_2251407","0.0","0.0","0.5448717948717949","Advanced Semiconductor","aegis semiconductor"
"dataworld_1382","Kaggle_2253621","0.0","0.0","0.34626755358462674","Advanced Semiconductor","regency semiconductors private limited - india"
"dataworld_1382","Kaggle_2275209","0.0","0.0","0.32413793103448274","Advanced Semiconductor","advance construction technology, inc."
"dataworld_1382","Kaggle_2343055","0.0","0.0","0.3117732558139535","Advanced Semiconductor","advanced environmental restoration, inc."
"dataworld_1382","Kaggle_2725272","0.0","0.0","0.40175438596491225","Advanced Semiconductor","advanced renovation & construction"
"dataworld_1382","Kaggle_2785472","0.0","0.0","0.43572984749455346","Advanced Semiconductor","compound semiconductor technologies global limited"
"dataworld_1382","Kaggle_2825756","0.0","0.0","0.3553571428571428","Advanced Semiconductor","advanced vehicle manufacturing, inc."
"dataworld_1382","Kaggle_2887162","0.0","0.0","0.3222811671087533","Advanced Semiconductor","advanced production systems plus"
"dataworld_1382","Kaggle_2889246","0.0","0.0","0.3218864468864469","Advanced Semiconductor","advanced therapeutic solutions"
"dataworld_1382","Kaggle_2933174","0.0","0.0","0.3402027027027027","Advanced Semiconductor","shenzhen semlight semiconductor lighting co., limited"
"dataworld_1382","Kaggle_2973260","0.0","0.0","0.4081081081081081","Advanced Semiconductor","advanced communication & education"
"dataworld_1382","Kaggle_3003262","0.0","0.0","0.3878787878787878","Advanced Semiconductor","rohm semiconductor india"
