"dbpedia_1005","Kaggle_2538262","0.0","0.0","0.4465075154730327","Coca-Cola Bottling Co. Consolidated","lufkin coca cola bottling company"
"dbpedia_128","Kaggle_1880547","0.0","0.0","0.42292490118577075","Agriculture Development Bank","energy developments limited"
"dbpedia_128","Kaggle_1923856","0.0","0.0","0.4293139293139293","Agriculture Development Bank","vertical product development"
"dbpedia_128","Kaggle_1937751","0.0","0.0","0.4726744186046512","Agriculture Development Bank","bc agricultural research and development corporation (ardcorp)"
"dbpedia_128","Kaggle_1938227","0.0","0.0","0.4017647058823529","Agriculture Development Bank","future planning and development"
"dbpedia_128","Kaggle_1968492","0.0","0.0","0.4653922214897825","Agriculture Development Bank","sericulture research & development council"
"dbpedia_128","Kaggle_1971494","0.0","0.0","0.423125","Agriculture Development Bank","future development services ltd."
"dbpedia_128","Kaggle_1994127","0.0","0.0","0.40034965034965037","Agriculture Development Bank","tm development oü"
"dbpedia_128","Kaggle_2025799","0.0","0.0","0.5078369905956113","Agriculture Development Bank","alpha core development"
"dbpedia_128","Kaggle_2036410","0.0","0.0","0.4561688311688311","Agriculture Development Bank","roseli development"
"dbpedia_128","Kaggle_2069277","0.0","0.0","0.5397074190177639","Agriculture Development Bank","agriculture, delaware department of"
"dbpedia_128","Kaggle_2145213","0.0","0.0","0.38001573564122737","Agriculture Development Bank","alrowad for real estate development"
"dbpedia_128","Kaggle_2209818","0.0","0.0","0.46818181818181814","Agriculture Development Bank","ignition development"
"dbpedia_128","Kaggle_2237633","0.0","0.0","0.3879120879120879","Agriculture Development Bank","guyana rice development board"
"dbpedia_128","Kaggle_2282568","0.0","0.0","0.3770417422867513","Agriculture Development Bank","pacific investments & development ltd."
"dbpedia_128","Kaggle_2282638","0.0","0.0","0.47889610389610393","Agriculture Development Bank","aspect development"
"dbpedia_128","Kaggle_2297081","0.0","0.0","0.39305555555555555","Agriculture Development Bank","omid multicultural institute for development"
"dbpedia_128","Kaggle_2346133","0.0","0.0","0.3774570024570024","Agriculture Development Bank","united infrastructure development corporation (global) ltd"
"dbpedia_128","Kaggle_2351495","0.0","0.0","0.4702702702702703","Agriculture Development Bank","danish center for culture and development (dccd)"
"dbpedia_128","Kaggle_2364413","0.0","0.0","0.4270935960591133","Agriculture Development Bank","xit : venture development partners"
"dbpedia_128","Kaggle_2383191","0.0","0.0","0.5134680134680134","Agriculture Development Bank","venture development, llc"
"dbpedia_128","Kaggle_2391900","0.0","0.0","0.4517045454545454","Agriculture Development Bank","performance & development"
"dbpedia_128","Kaggle_2466340","0.0","0.0","0.4205989110707804","Agriculture Development Bank","busyspring software development"
"dbpedia_128","Kaggle_2467008","0.0","0.0","0.3753694581280788","Agriculture Development Bank","venture development partners llc"
"dbpedia_128","Kaggle_2606928","0.39215686274509803","0.0","0.0","Agriculture Development Bank","chengdu hejing modern ecological agriculture development"
"dbpedia_128","Kaggle_2628688","0.0","0.0","0.404692082111437","Agriculture Development Bank","software development hub"
"dbpedia_128","Kaggle_2631071","0.0","0.0","0.45508166969147007","Agriculture Development Bank","magnolia healthcare development"
"dbpedia_128","Kaggle_2641172","0.0","0.0","0.39940476190476193","Agriculture Development Bank","life community development"
"dbpedia_128","Kaggle_2655963","0.0","0.0","0.5074679943100996","Agriculture Development Bank","rural agricultural development authority"
"dbpedia_128","Kaggle_2713087","0.0","0.0","0.5247029393370857","Agriculture Development Bank","ayaady for investment and agriculture development"
"dbpedia_128","Kaggle_2862836","0.0","0.0","0.4318181818181819","Agriculture Development Bank","agricultura"
"dbpedia_128","Kaggle_2879388","0.0","0.0","0.47335423197492166","Agriculture Development Bank","willard development"
"dbpedia_128","Kaggle_2883739","0.0","0.0","0.39614476789929187","Agriculture Development Bank","canelec manufacturing & development inc."
"dbpedia_128","Kaggle_2896626","0.0","0.0","0.3908523908523909","Agriculture Development Bank","a&h construction & developments"
"dbpedia_128","Kaggle_2934090","0.0","0.0","0.42735042735042733","Agriculture Development Bank","neworks resource development"
"dbpedia_128","Kaggle_2934242","0.0","0.0","0.45586297760210803","Agriculture Development Bank","jc real estate development"
"dbpedia_128","Kaggle_2967289","0.0","0.0","0.4675925925925926","Agriculture Development Bank","aquila healthcare development"
"dbpedia_128","Kaggle_3075278","0.0","0.0","0.49326599326599324","Agriculture Development Bank","volta labs  |  venture development"
"dbpedia_128","Kaggle_3162183","0.0","0.0","0.44927937915742794","Agriculture Development Bank","dominica agricultural industrial & development bank"
"dbpedia_128","Kaggle_3173942","0.0","0.0","0.47615708274894814","Agriculture Development Bank","terrasure development, llc"
"dbpedia_128","Kaggle_3240313","0.0","0.0","0.5198863636363636","Agriculture Development Bank","arkitektura development inc."
"dbpedia_128","Kaggle_3259898","0.0","0.0","0.44061583577712604","Agriculture Development Bank","parapharm development limited"
"dbpedia_128","Kaggle_3423211","0.0","0.0","0.3807915057915058","Agriculture Development Bank","future property development llc"
"dbpedia_1296","Kaggle_2294421","0.0","0.0","0.40456989247311825","Donaldson Company","the audio installation company"
"dbpedia_1297","Kaggle_2341123","0.0","0.0","0.38943488943488946","Donaudampfschiffahrtsgesellschaft","donauschiffahrt wurm"
"dbpedia_1299","Kaggle_1908323","0.0","0.0","0.4254032258064516","Dongfang Electric","dongguan large electronics co., ltd"
"dbpedia_1299","Kaggle_2118845","0.0","0.0","0.37426900584795325","Dongfang Electric","john ayres electrical"
"dbpedia_1302","Kaggle_1727007","0.0","0.0","0.39695340501792115","Dontnod Entertainment","phoenix chinese news & entertainment limited"
"dbpedia_1302","Kaggle_1787929","0.0","0.0","0.6391304347826088","Dontnod Entertainment","d'land entertainment"
"dbpedia_1302","Kaggle_1858395","0.0","0.0","0.37400318979266345","Dontnod Entertainment","east coast audio entertainments - india"
"dbpedia_1302","Kaggle_1892723","0.0","0.0","0.4947089947089947","Dontnod Entertainment","smash cut entertainment"
"dbpedia_1302","Kaggle_1918651","0.0","0.0","0.5212903225806451","Dontnod Entertainment","second to none entertainment"
"dbpedia_1302","Kaggle_1956767","0.0","0.0","0.6022727272727273","Dontnod Entertainment","omo entertainment"
"dbpedia_1302","Kaggle_1995038","0.0","0.0","0.4640804597701149","Dontnod Entertainment","savvy events & entertainment"
"dbpedia_1302","Kaggle_2054680","0.0","0.0","0.6173913043478261","Dontnod Entertainment","nuno entertainment"
"dbpedia_1302","Kaggle_2065181","0.0","0.0","0.5007763975155279","Dontnod Entertainment","summerland entertainment"
"dbpedia_1302","Kaggle_2149354","0.0","0.0","0.5895225464190982","Dontnod Entertainment","idontneedmuch entertainment"
"dbpedia_1302","Kaggle_2208691","0.0","0.0","0.5877329192546584","Dontnod Entertainment","domination entertainment"
"dbpedia_1302","Kaggle_2267601","0.0","0.0","0.41746411483253587","Dontnod Entertainment","media creations...beyond entertainment!"
"dbpedia_1302","Kaggle_2272975","0.0","0.0","0.4142736486486487","Dontnod Entertainment","multi platinum record entertainment"
"dbpedia_1302","Kaggle_2358253","0.0","0.0","0.43452380952380953","Dontnod Entertainment","american weekend entertainment"
"dbpedia_1302","Kaggle_2413169","0.0","0.0","0.4014778325123152","Dontnod Entertainment","diverse voices entertainment c.i.c."
"dbpedia_1302","Kaggle_2505511","0.0","0.0","0.5673400673400674","Dontnod Entertainment","soulfound entertainment"
"dbpedia_1302","Kaggle_2516933","0.0","0.0","0.5438218390804597","Dontnod Entertainment","broken sound entertainment"
"dbpedia_1302","Kaggle_2550068","0.0","0.0","0.4187192118226601","Dontnod Entertainment","elite productions & entertainment"
"dbpedia_1302","Kaggle_2559413","0.0","0.0","0.3931996512641674","Dontnod Entertainment","kaleidoscope koi entertainment, llc"
"dbpedia_1302","Kaggle_2692536","0.0","0.0","0.4809907834101383","Dontnod Entertainment","md management & ntt entertainment"
"dbpedia_1302","Kaggle_2723257","0.0","0.0","0.6101190476190476","Dontnod Entertainment","frontera entertainment"
"dbpedia_1302","Kaggle_2872703","0.0","0.0","0.4093286835222319","Dontnod Entertainment","digital ignition entertainment, llc"
"dbpedia_1302","Kaggle_2969445","0.0","0.0","0.4057315233785822","Dontnod Entertainment","northern world entertainment software"
"dbpedia_1302","Kaggle_3033087","0.0","0.0","0.5229885057471264","Dontnod Entertainment","new frontier entertainment"
"dbpedia_1302","Kaggle_3095094","0.0","0.0","0.5046296296296297","Dontnod Entertainment","dionne entertanment"
"dbpedia_1302","Kaggle_3114516","0.0","0.0","0.5673076923076923","Dontnod Entertainment","danmark entertainment inc."
"dbpedia_1302","Kaggle_3170491","0.0","0.0","0.4045138888888889","Dontnod Entertainment","b2group comunication & entertainment"
"dbpedia_1302","Kaggle_3193167","0.0","0.0","0.5358090185676392","Dontnod Entertainment","sentient world entertainment"
"dbpedia_1302","Kaggle_3251502","0.0","0.0","0.4866898148148148","Dontnod Entertainment","wrestling world entertainment"
"dbpedia_1302","Kaggle_3288474","0.0","0.0","0.6209523809523809","Dontnod Entertainment","rosewood entertainment"
"dbpedia_1302","Kaggle_3360607","0.0","0.0","0.5046583850931677","Dontnod Entertainment","olsen media entertainment"
"dbpedia_1302","Kaggle_3369376","0.0","0.0","0.62","Dontnod Entertainment","outloud entertainment"
"dbpedia_1309","Kaggle_2249052","0.0","0.0","0.4649122807017544","Doro (company)","mdar food company"
"dbpedia_1309","Kaggle_2858368","0.0","0.0","0.38863636363636367","Doro (company)","dcore2soft company pvt. ltd."
"dbpedia_1309","Kaggle_3315715","0.0","0.0","0.3767942583732058","Doro (company)","brad thompson company"
"dbpedia_1315","Kaggle_2096852","0.9047619047619048","0.0","0.9069264069264069","Dr. Reddy's Laboratories","dr. reddy's laboratories (eu) limited"
"dbpedia_1315","Kaggle_2152646","0.0","0.0","0.5285714285714286","Dr. Reddy's Laboratories","aerodyne laboratories"
"dbpedia_1315","Kaggle_2347824","0.0","0.0","0.3765144454799627","Dr. Reddy's Laboratories","unibiosys research laboratories"
"dbpedia_1316","Kaggle_2777175","0.0","0.0","0.4106002554278416","DreamFactory","dream factory of greater kansas city"
"dbpedia_1328","Kaggle_3315701","0.0","0.0","0.4369747899159664","Dynamotive Energy Systems","maine energy systems"
"dbpedia_1336","Kaggle_2918217","0.0","0.0","0.481764705882353","EDP Renewables North America","weldmetals north america"
"dbpedia_1342","Kaggle_1755788","0.0","0.0","0.42460317460317465","EMAS (company)","stream (an str group company)"
"dbpedia_1342","Kaggle_2392934","0.0","0.0","0.5336538461538461","EMAS (company)","the massey company"
"dbpedia_1344","Kaggle_3452673","0.0","0.0","0.6458333333333334","EMagin","emagine it group"
"dbpedia_1347","Kaggle_1875408","0.0","0.0","0.5630252100840336","EOG Resources","ivory resources limited"
"dbpedia_1347","Kaggle_1984644","0.0","0.0","0.42261904761904756","EOG Resources","resource 1 llc"
"dbpedia_1349","Kaggle_3251558","0.0","0.0","0.5876623376623377","EPAM Systems","eas systems, inc."
"dbpedia_1349","Kaggle_3369791","0.0","0.0","0.487012987012987","EPAM Systems","sm systems uk"
"dbpedia_1354","Kaggle_2118912","0.0","0.0","0.5401785714285714","Eagle Materials","pb materials ltd"
"dbpedia_1356","Kaggle_1819306","0.0","0.0","0.39752906976744184","East African Portland Cement Company","atrium management company"
"dbpedia_1356","Kaggle_1892746","0.22916666666666666","0.22916666666666666","0.0","East African Portland Cement Company","spike island development company"
"dbpedia_1356","Kaggle_1908442","0.0","0.0","0.3989158163265306","East African Portland Cement Company","mithril asset management company"
"dbpedia_1356","Kaggle_2027484","0.0","0.0","0.3923611111111111","East African Portland Cement Company","fairmont management company"
"dbpedia_1356","Kaggle_2118568","0.2037037037037037","0.0","0.0","East African Portland Cement Company","boston land company management services, inc."
"dbpedia_1356","Kaggle_2182434","0.0","0.0","0.406650641025641","East African Portland Cement Company","sibline cement company"
"dbpedia_1356","Kaggle_2196917","0.0","0.0","0.38763297872340424","East African Portland Cement Company","barrington management company, inc."
"dbpedia_1356","Kaggle_2207950","0.0","0.0","0.565625","East African Portland Cement Company","natal portland cement company (pty) ltd."
"dbpedia_1356","Kaggle_2313020","0.0","0.0","0.3826462765957447","East African Portland Cement Company","eric sturdza management company s.a."
"dbpedia_1356","Kaggle_2559489","0.0","0.0","0.3753810975609756","East African Portland Cement Company","east coast dance company"
"dbpedia_1356","Kaggle_2563862","0.0","0.0","0.37740384615384615","East African Portland Cement Company","peak destination management company"
"dbpedia_1356","Kaggle_2623845","0.0","0.0","0.37765957446808507","East African Portland Cement Company","r.g.d export management company, llc"
"dbpedia_1356","Kaggle_2635776","0.0","0.0","0.4079861111111111","East African Portland Cement Company","mariposa management company, inc."
"dbpedia_1356","Kaggle_2658356","0.0","0.0","0.3832908163265306","East African Portland Cement Company","westminister management company limited"
"dbpedia_1356","Kaggle_2670848","0.0","0.0","0.37907608695652173","East African Portland Cement Company","master in management compass"
"dbpedia_1356","Kaggle_2822168","0.0","0.0","0.39287469287469284","East African Portland Cement Company","disability sport wales management company limited"
"dbpedia_1356","Kaggle_2887871","0.0","0.0","0.3769946808510638","East African Portland Cement Company","the lion of africa insurance company limited"
"dbpedia_1356","Kaggle_2903882","0.0","0.0","0.39668615984405453","East African Portland Cement Company","24 real estate portfolio management company"
"dbpedia_1356","Kaggle_2923985","0.0","0.0","0.4087995337995338","East African Portland Cement Company","pacifica property management company"
"dbpedia_1356","Kaggle_2978225","0.0","0.0","0.3767361111111111","East African Portland Cement Company","american playground company"
"dbpedia_1356","Kaggle_3017100","0.0","0.0","0.374320652173913","East African Portland Cement Company","courtyard management company, inc."
"dbpedia_1356","Kaggle_3061632","0.0","0.0","0.40787878787878784","East African Portland Cement Company","great american entertainment company"
"dbpedia_1356","Kaggle_3163535","0.0","0.0","0.437900641025641","East African Portland Cement Company","qatrana cement company"
"dbpedia_1356","Kaggle_3196655","0.0","0.0","0.38221841052029726","East African Portland Cement Company","catalyst property management company limited"
"dbpedia_1356","Kaggle_3235206","0.0","0.0","0.4324729891956783","East African Portland Cement Company","fjs african starch development company limited"
"dbpedia_1356","Kaggle_3398558","0.0","0.0","0.39328457446808507","East African Portland Cement Company","great american equipment company"
"dbpedia_1356","Kaggle_3403983","0.0","0.0","0.4273097826086957","East African Portland Cement Company","korus export management company"
"dbpedia_1358","Kaggle_2550020","0.0","0.0","0.8011363636363636","EastWest Bank","eastwest web"
"dbpedia_1358","Kaggle_2850069","0.0","0.0","0.6258741258741258","EastWest Bank","east west trast"
"dbpedia_135","Kaggle_1732840","0.0","0.0","0.5362554112554112","Air Transport Services Group","kaidex transportation services inc."
"dbpedia_135","Kaggle_1763321","0.0","0.0","0.4013104013104013","Air Transport Services Group","transport refrigeration services pty ltd"
"dbpedia_135","Kaggle_1805372","0.0","0.0","0.7510869565217391","Air Transport Services Group","sea transport services limited"
"dbpedia_135","Kaggle_1816973","0.0","0.0","0.4538950715421304","Air Transport Services Group","hartsas transports & logistics services sa"
"dbpedia_135","Kaggle_1835939","0.0","0.0","0.5073145245559039","Air Transport Services Group","central transportation services, inc."
"dbpedia_135","Kaggle_1857031","0.0","0.0","0.4546296296296296","Air Transport Services Group","al ansari financial services"
"dbpedia_135","Kaggle_2017512","0.0","0.0","0.7659090909090909","Air Transport Services Group","jk transport services"
"dbpedia_135","Kaggle_2047667","0.0","0.0","0.4635544635544635","Air Transport Services Group","acts crating & transportation services"
"dbpedia_135","Kaggle_2070819","0.0","0.0","0.6609686609686609","Air Transport Services Group","wheelchair transport service"
"dbpedia_135","Kaggle_2112611","0.0","0.0","0.5284629981024668","Air Transport Services Group","kaiser transportation services, llc."
"dbpedia_135","Kaggle_2128275","0.0","0.0","0.43017241379310345","Air Transport Services Group","ats agri-trans services inc."
"dbpedia_135","Kaggle_2134275","0.0","0.0","0.6736111111111112","Air Transport Services Group","auction transport services inc."
"dbpedia_135","Kaggle_2145347","0.0","0.0","0.5183982683982684","Air Transport Services Group","valley transportation services, inc."
"dbpedia_135","Kaggle_2154674","0.0","0.0","0.5034213098729228","Air Transport Services Group","econation transportation services"
"dbpedia_135","Kaggle_2208010","0.0","0.0","0.398005148005148","Air Transport Services Group","atlas transport liability agency services"
"dbpedia_135","Kaggle_2215502","0.0","0.0","0.5005411255411256","Air Transport Services Group","hulmes transportation services"
"dbpedia_135","Kaggle_2297416","0.0","0.0","0.6797658862876255","Air Transport Services Group","spratt transport services"
"dbpedia_135","Kaggle_2357322","0.0","0.0","0.38409090909090904","Air Transport Services Group","jl transport"
"dbpedia_135","Kaggle_2370228","0.0","0.0","0.43392857142857144","Air Transport Services Group","gti roll transportation services canada inc"
"dbpedia_135","Kaggle_2427710","0.0","0.0","0.4708333333333333","Air Transport Services Group","transporter.es"
"dbpedia_135","Kaggle_2507486","0.0","0.0","0.7043478260869566","Air Transport Services Group","gsi - transport & service"
"dbpedia_135","Kaggle_2521279","0.0","0.0","0.45692567567567566","Air Transport Services Group","trilogy transportation services,inc"
"dbpedia_135","Kaggle_2546707","0.0","0.0","0.5509259259259258","Air Transport Services Group","transports services france"
"dbpedia_135","Kaggle_2547613","0.0","0.0","0.5144230769230769","Air Transport Services Group","ryder transpotation services"
"dbpedia_135","Kaggle_2575638","0.0","0.0","0.48737727910238426","Air Transport Services Group","facility support services"
"dbpedia_135","Kaggle_2590679","0.0","0.0","0.4362591431556949","Air Transport Services Group","transport service bommelerwaard"
"dbpedia_135","Kaggle_2626196","0.0","0.0","0.4197689345314506","Air Transport Services Group","am-cantransport services/greatwide freight"
"dbpedia_135","Kaggle_2639924","0.0","0.0","0.4035714285714286","Air Transport Services Group","bs - support services, lda"
"dbpedia_135","Kaggle_2641094","0.0","0.0","0.39677419354838706","Air Transport Services Group","blc landlord services"
"dbpedia_135","Kaggle_2656829","0.0","0.0","0.5566666666666666","Air Transport Services Group","jmv transportation services, inc."
"dbpedia_135","Kaggle_2667651","0.0","0.0","0.446078431372549","Air Transport Services Group","l.a. limousines & transportation services"
"dbpedia_135","Kaggle_2684325","0.0","0.0","0.3962703962703963","Air Transport Services Group","mark van den hoek transport- & gww-service"
"dbpedia_135","Kaggle_2685921","0.0","0.0","0.43663003663003663","Air Transport Services Group","department of transport and regional services"
"dbpedia_135","Kaggle_2753905","0.0","0.0","0.5011904761904762","Air Transport Services Group","transportation support service"
"dbpedia_135","Kaggle_2754637","0.0","0.0","0.40282258064516124","Air Transport Services Group","marketing transformation services"
"dbpedia_135","Kaggle_2755830","0.0","0.0","0.5311059907834101","Air Transport Services Group","totran transportation services"
"dbpedia_135","Kaggle_2814420","0.0","0.0","0.5075757575757576","Air Transport Services Group","mission support services"
"dbpedia_135","Kaggle_2877374","0.0","0.0","0.4880514705882353","Air Transport Services Group","marketrans transportation services inc."
"dbpedia_135","Kaggle_2879366","0.0","0.0","0.4046296296296297","Air Transport Services Group","btxperts services limited."
"dbpedia_135","Kaggle_2889062","0.0","0.0","0.3741039426523297","Air Transport Services Group","hiservices transporte y tecnología"
"dbpedia_135","Kaggle_2912058","0.0","0.0","0.43255578093306285","Air Transport Services Group","transportation charter services inc"
"dbpedia_135","Kaggle_3050671","0.0","0.0","0.37895256916996045","Air Transport Services Group","first impressions mortuary transport services, llc"
"dbpedia_135","Kaggle_3092759","0.0","0.0","0.40250544662309373","Air Transport Services Group","transparent merchant services"
"dbpedia_135","Kaggle_3175939","0.0","0.0","0.5078431372549019","Air Transport Services Group","platinum transportation services"
"dbpedia_135","Kaggle_3184449","0.0","0.0","0.660952380952381","Air Transport Services Group","yamol transport service, s.a."
"dbpedia_135","Kaggle_3206484","0.0","0.0","0.40108695652173915","Air Transport Services Group","art services transport"
"dbpedia_135","Kaggle_3221299","0.0","0.0","0.47255067567567566","Air Transport Services Group","asito transport terminal services b.v."
"dbpedia_135","Kaggle_3233284","0.3023255813953488","0.0","0.0","Air Transport Services Group","euro container services maritime and transport ltd."
"dbpedia_135","Kaggle_3293950","0.0","0.0","0.5628205128205128","Air Transport Services Group","zion transportation services"
"dbpedia_135","Kaggle_3302535","0.0","0.0","0.394752534287418","Air Transport Services Group","great northern transportation services (gnts)"
"dbpedia_135","Kaggle_3342945","0.0","0.0","0.5619612068965517","Air Transport Services Group","davao holiday transport services corporation"
"dbpedia_135","Kaggle_3345195","0.0","0.0","0.40170278637770895","Air Transport Services Group","dc transportation services inc. (dba dc transport)"
"dbpedia_135","Kaggle_3359515","0.0","0.0","0.39609800362976405","Air Transport Services Group","trio support servicestrio support services"
"dbpedia_135","Kaggle_3361988","0.0","0.0","0.7760869565217392","Air Transport Services Group","adg transport services"
"dbpedia_135","Kaggle_3381101","0.0","0.0","0.411524500907441","Air Transport Services Group","fintech transformation services limited"
"dbpedia_135","Kaggle_3384941","0.0","0.0","0.5241477272727273","Air Transport Services Group","vapor transport management services"
"dbpedia_135","Kaggle_3423519","0.0","0.0","0.37842617152961977","Air Transport Services Group","north american security services, inc."
"dbpedia_1360","Kaggle_2048379","0.0","0.0","0.41194331983805665","Eastman Chemical Company","peak tramways company, limited"
"dbpedia_1360","Kaggle_2559489","0.0","0.0","0.505175983436853","Eastman Chemical Company","east coast dance company"
"dbpedia_1360","Kaggle_3315715","0.0","0.0","0.4144736842105263","Eastman Chemical Company","brad thompson company"
"dbpedia_1361","Kaggle_3264610","0.0","0.0","0.7569444444444444","EasyCall","easy2call"
"dbpedia_1375","Kaggle_2941873","0.0","0.0","0.4004207573632539","Edgewell Personal Care","k's place personal care home"
"dbpedia_1377","Kaggle_1912744","0.0","0.0","0.4140316205533596","Edinburgh Worldwide Investment Trust","jp morgan asian investment trust"
"dbpedia_1377","Kaggle_2217678","0.0","0.0","0.42828282828282827","Edinburgh Worldwide Investment Trust","tskb real estate investment trust"
"dbpedia_1377","Kaggle_2259298","0.0","0.0","0.3902288188002474","Edinburgh Worldwide Investment Trust","fuh hwa securities investment trust co., ltd."
"dbpedia_1377","Kaggle_2404130","0.0","0.0","0.3876765083440308","Edinburgh Worldwide Investment Trust","dunedin smaller companies investment trust plc"
"dbpedia_1377","Kaggle_2559424","0.28888888888888886","0.0","0.0","Edinburgh Worldwide Investment Trust","temple bar investment trust plc"
"dbpedia_1377","Kaggle_2617643","0.0","0.0","0.515530303030303","Edinburgh Worldwide Investment Trust","isthmus worldwide investment corp"
"dbpedia_1380","Kaggle_1723678","0.0","0.0","0.5398351648351649","Education Management Corporation","safe4 information management limited"
"dbpedia_1380","Kaggle_1759299","0.0","0.0","0.4253003003003003","Education Management Corporation","covri comunication & management solutions"
"dbpedia_1380","Kaggle_1799479","0.0","0.0","0.41853281853281854","Education Management Corporation","mansions owners association management"
"dbpedia_1380","Kaggle_1818439","0.0","0.0","0.3970893970893971","Education Management Corporation","telecommunications management solutions"
"dbpedia_1380","Kaggle_1821020","0.0","0.0","0.49007314524555906","Education Management Corporation","advanced information management, ltd."
"dbpedia_1380","Kaggle_1821087","0.0","0.0","0.4536340852130326","Education Management Corporation","education.org"
"dbpedia_1380","Kaggle_1821860","0.0","0.0","0.3891402714932127","Education Management Corporation","capital build construction management corp."
"dbpedia_1380","Kaggle_1855518","0.0","0.0","0.3926282051282051","Education Management Corporation","management education forum"
"dbpedia_1380","Kaggle_1907607","0.0","0.0","0.38341346153846156","Education Management Corporation","coating management solutions"
"dbpedia_1380","Kaggle_1914353","0.0","0.0","0.45559038662486934","Education Management Corporation","innovation management institute"
"dbpedia_1380","Kaggle_1929150","0.0","0.0","0.40294840294840295","Education Management Corporation","port operation management services p/l"
"dbpedia_1380","Kaggle_1952856","0.0","0.423728813559322","0.0","Education Management Corporation","redwell education management corporation d/b/a b.r.i.t technical institute"
"dbpedia_1380","Kaggle_1967107","0.0","0.0","0.4408602150537634","Education Management Corporation","bluescape construction management inc."
"dbpedia_1380","Kaggle_1984279","0.0","0.0","0.5051282051282051","Education Management Corporation","atlas information management"
"dbpedia_1380","Kaggle_2005027","0.0","0.0","0.40808823529411764","Education Management Corporation","minerva safety management education"
"dbpedia_1380","Kaggle_2037006","0.0","0.0","0.471326164874552","Education Management Corporation","orion construction management"
"dbpedia_1380","Kaggle_2037335","0.0","0.0","0.4163636363636364","Education Management Corporation","ads professional management"
"dbpedia_1380","Kaggle_2065052","0.0","0.0","0.43311195445920303","Education Management Corporation","inpaqt innovation management, india"
"dbpedia_1380","Kaggle_2082522","0.41379310344827586","0.32432432432432434","0.5193965517241379","Education Management Corporation","ko construction management"
"dbpedia_1380","Kaggle_2129549","0.0","0.0","0.4849624060150376","Education Management Corporation","dc capital management"
"dbpedia_1380","Kaggle_2191773","0.0","0.0","0.4523326572008114","Education Management Corporation","petrill construction management"
"dbpedia_1380","Kaggle_2205998","0.0","0.0","0.5245535714285714","Education Management Corporation","medical information management"
"dbpedia_1380","Kaggle_2216150","0.0","0.0","0.3877906976744186","Education Management Corporation","edmc (emirates destination management company)"
"dbpedia_1380","Kaggle_2224710","0.0","0.0","0.3747528015820699","Education Management Corporation","zlatan consulting and information management"
"dbpedia_1380","Kaggle_2230779","0.0","0.0","0.452020202020202","Education Management Corporation","council for communication management"
"dbpedia_1380","Kaggle_2255081","0.0","0.0","0.38996138996138996","Education Management Corporation","cmi - construction management innovation, inc."
"dbpedia_1380","Kaggle_2350250","0.0","0.0","0.698005698005698","Education Management Corporation","education & management alliance"
"dbpedia_1380","Kaggle_2375367","0.0","0.0","0.476036866359447","Education Management Corporation","esquire association management llc"
"dbpedia_1380","Kaggle_2402720","0.0","0.0","0.437070938215103","Education Management Corporation","home management"
"dbpedia_1380","Kaggle_2438736","0.0","0.0","0.5369875222816399","Education Management Corporation","canada international institute of education and management"
"dbpedia_1380","Kaggle_2442165","0.0","0.0","0.5125994694960212","Education Management Corporation","information management forum"
"dbpedia_1380","Kaggle_2456768","0.0","0.0","0.38725490196078427","Education Management Corporation","construction management solutions, llc"
"dbpedia_1380","Kaggle_2467984","0.0","0.0","0.5863095238095237","Education Management Corporation","eet destination management"
"dbpedia_1380","Kaggle_2500931","0.0","0.0","0.4270676691729324","Education Management Corporation","relocation management resources, inc.(rmr)"
"dbpedia_1380","Kaggle_2501429","0.0","0.0","0.40897435897435896","Education Management Corporation","newton management innovation"
"dbpedia_1380","Kaggle_2509174","0.0","0.0","0.47634408602150535","Education Management Corporation","ascention information management"
"dbpedia_1380","Kaggle_2511411","0.0","0.0","0.42813852813852815","Education Management Corporation","plantel* ? innovation management tools"
"dbpedia_1380","Kaggle_2511882","0.0","0.0","0.5241379310344827","Education Management Corporation","smart innovation management"
"dbpedia_1380","Kaggle_2537841","0.0","0.0","0.6171428571428572","Education Management Corporation","information management limited"
"dbpedia_1380","Kaggle_2547294","0.0","0.0","0.412987012987013","Education Management Corporation","transportation management solutions"
"dbpedia_1380","Kaggle_2603947","0.0","0.0","0.4505247376311844","Education Management Corporation","national asset management"
"dbpedia_1380","Kaggle_2611080","0.0","0.0","0.46118951612903225","Education Management Corporation","association of innovation and management"
"dbpedia_1380","Kaggle_2618854","0.0","0.0","0.38516746411483255","Education Management Corporation","pfb construction management services ltd"
"dbpedia_1380","Kaggle_2620863","0.0","0.0","0.4728317659352142","Education Management Corporation","project organisation and management"
"dbpedia_1380","Kaggle_2625547","0.0","0.0","0.37844611528822053","Education Management Corporation","circadian remuneration management service"
"dbpedia_1380","Kaggle_2631253","0.0","0.0","0.5403726708074534","Education Management Corporation","port evolution management"
"dbpedia_1380","Kaggle_2652632","0.0","0.0","0.5134698275862069","Education Management Corporation","telluric remediation management"
"dbpedia_1380","Kaggle_2707245","0.0","0.0","0.4078282828282829","Education Management Corporation","global information management center"
"dbpedia_1380","Kaggle_2723157","0.0","0.0","0.5123152709359606","Education Management Corporation","eden capital management"
"dbpedia_1380","Kaggle_2775918","0.0","0.0","0.3956653225806452","Education Management Corporation","financial analysis and management education (fame)"
"dbpedia_1380","Kaggle_2794592","0.0","0.0","0.4154704944178628","Education Management Corporation","intergrated construction management, inc."
