"dataworld_1002","Kaggle_1215876","0.0","0.0","0.4833333333333334","CarMax","carpet max"
"dataworld_1339","Kaggle_21918","0.0","0.0","0.33270676691729323","China Taiping Insurance","national health insurance - daman"
"dataworld_1339","Kaggle_2274","0.0","0.0","0.4384920634920635","China Taiping Insurance","china pacific insurance company"
"dataworld_1339","Kaggle_229956","0.0","0.0","0.35459459459459464","China Taiping Insurance","amana cooperative insurance"
"dataworld_1339","Kaggle_264024","0.0","0.0","0.446236559139785","China Taiping Insurance","canada life group insurance"
"dataworld_1339","Kaggle_290714","0.0","0.0","0.3983957219251336","China Taiping Insurance","the gibraltar life insurance co., ltd."
"dataworld_1339","Kaggle_32457","0.0","0.0","0.330091533180778","China Taiping Insurance","automatic data processing insurance agency, inc."
"dataworld_1339","Kaggle_421961","0.0","0.0","0.3756684491978609","China Taiping Insurance","kvarner vienna insurance group"
"dataworld_1339","Kaggle_497114","0.0","0.0","0.367965367965368","China Taiping Insurance","birla sunlife insurance co ltd"
"dataworld_1339","Kaggle_629440","0.0","0.0","0.41534391534391535","China Taiping Insurance","liland insurance"
"dataworld_1339","Kaggle_679488","0.0","0.0","0.3692240627724499","China Taiping Insurance","chang cheng insurance brokers limited (china)"
"dataworld_1339","Kaggle_714838","0.0","0.0","0.3572222222222222","China Taiping Insurance","american heritage insurance group"
"dataworld_1339","Kaggle_779776","0.0","0.0","0.40773809523809523","China Taiping Insurance","ara insurance"
"dataworld_1339","Kaggle_780213","0.0","0.0","0.43939393939393945","China Taiping Insurance","shanghai life insurance co., ltd."
"dataworld_1339","Kaggle_851928","0.0","0.0","0.3712797619047619","China Taiping Insurance","northpointe insurance"
"dataworld_1339","Kaggle_911154","0.0","0.0","0.3519388954171563","China Taiping Insurance","clare.ai - conversational banking and insurance"
"dataworld_1339","Kaggle_938516","0.0","0.0","0.4199134199134199","China Taiping Insurance","jp insurance"
"dataworld_133","Kaggle_263785","0.0","0.0","0.3458646616541353","China Telecom","chinalco mining corp international"
"dataworld_133","Kaggle_659204","0.0","0.0","0.48504273504273504","China Telecom","bharat telecom ltd"
"dataworld_133","Kaggle_807471","0.0","0.0","0.47023809523809523","China Telecom","d&m telecom"
"dataworld_1340","Kaggle_435604","0.0","0.0","0.5762962962962963","Shenzhen Overseas","shenzhen overseas chinese town co., ltd"
"dataworld_1340","Kaggle_548086","0.0","0.0","0.48897058823529416","Shenzhen Overseas","shenzhen gas corporation ltd."
"dataworld_1341","Kaggle_1660767","0.0","0.0","0.333695652173913","AutoNation","fec automation systems"
"dataworld_1341","Kaggle_602621","0.0","0.0","0.32359307359307354","AutoNation","smart automation energy (smartae)"
"dataworld_1341","Kaggle_822713","0.0","0.0","0.32298136645962733","AutoNation","independent automation"
"dataworld_1344","Kaggle_1000273","0.0","0.0","0.592391304347826","Caesars Entertainment","uber entertainment"
"dataworld_1344","Kaggle_1009197","0.0","0.0","0.6369047619047619","Caesars Entertainment","sbs entertainment"
"dataworld_1344","Kaggle_1038565","0.0","0.0","0.47424242424242424","Caesars Entertainment","maverick entertainement"
"dataworld_1344","Kaggle_1078323","0.0","0.0","0.4813218390804597","Caesars Entertainment","nobody knows entertainment"
"dataworld_1344","Kaggle_1093965","0.0","0.0","0.364808362369338","Caesars Entertainment","mantra-group hospitality & entertainment"
"dataworld_1344","Kaggle_1094286","0.0","0.0","0.5673400673400674","Caesars Entertainment","cine-books entertainment ltd."
"dataworld_1344","Kaggle_1127011","0.0","0.0","0.4303921568627451","Caesars Entertainment","rockstar 4000 music entertainment"
"dataworld_1344","Kaggle_1161070","0.0","0.0","0.5630952380952381","Caesars Entertainment","bp entertainment"
"dataworld_1344","Kaggle_1162272","0.0","0.0","0.4851116625310174","Caesars Entertainment","capital online entertainment"
"dataworld_1344","Kaggle_1163511","0.0","0.0","0.4401622718052739","Caesars Entertainment","monte carlo casino entertainment"
"dataworld_1344","Kaggle_1165762","0.0","0.0","0.3927108927108927","Caesars Entertainment","moving pictures talent & entertainment group"
"dataworld_1344","Kaggle_1209008","0.0","0.0","0.5233333333333333","Caesars Entertainment","mahaka sports & entertainment"
"dataworld_1344","Kaggle_1224232","0.0","0.0","0.3880718954248366","Caesars Entertainment","delight - data enlightens entertainment"
"dataworld_1344","Kaggle_1229451","0.0","0.0","0.5012903225806451","Caesars Entertainment","green mustard entertainment, inc."
"dataworld_1344","Kaggle_1236576","0.0","0.0","0.4575866188769414","Caesars Entertainment","seva direct-seva entertainment"
"dataworld_1344","Kaggle_1267708","0.0","0.0","0.564935064935065","Caesars Entertainment","graveyard entertainment"
"dataworld_1344","Kaggle_1275403","0.0","0.0","0.44462365591397845","Caesars Entertainment","centerstage entertainment and events, inc."
"dataworld_1344","Kaggle_130736","0.0","0.0","0.5164285714285715","Caesars Entertainment","star stable entertainment ab"
"dataworld_1344","Kaggle_1316267","0.0","0.0","0.41973791973791974","Caesars Entertainment","brooks international speakers & entertainment bureau"
"dataworld_1344","Kaggle_1320884","0.0","0.0","0.5542857142857143","Caesars Entertainment","catpro events & entertainment limited"
"dataworld_1344","Kaggle_1324877","0.0","0.0","0.6127946127946128","Caesars Entertainment","class acts entertainment"
"dataworld_1344","Kaggle_1343855","0.0","0.0","0.33445121951219514","Caesars Entertainment","aquadom & sea life berlin / merlin entertainments group"
"dataworld_1344","Kaggle_1351084","0.0","0.0","0.4655172413793104","Caesars Entertainment","cover 2 cover music and entertainment, inc."
"dataworld_1344","Kaggle_1351687","0.0","0.0","0.6608695652173913","Caesars Entertainment","masters entertainment group"
"dataworld_1344","Kaggle_1353518","0.0","0.0","0.40231259968102073","Caesars Entertainment","ficel sports & entertainment marketing"
"dataworld_1344","Kaggle_1362310","0.0","0.0","0.37566137566137564","Caesars Entertainment","d & g entertainment design"
"dataworld_1344","Kaggle_1369556","0.0","0.0","0.5043424317617866","Caesars Entertainment","general sports and entertainment"
"dataworld_1344","Kaggle_1380981","0.0","0.0","0.4590909090909091","Caesars Entertainment","enteetainment ltd"
"dataworld_1344","Kaggle_1387425","0.0","0.0","0.4721095334685599","Caesars Entertainment","connexions sports & entertainment"
"dataworld_1344","Kaggle_1392801","0.0","0.0","0.39818548387096775","Caesars Entertainment","the mermaid event and entertainment center"
"dataworld_1344","Kaggle_1418565","0.0","0.0","0.38255360623781676","Caesars Entertainment","komixx entertainment ltd, komixx entertainment inc"
"dataworld_1344","Kaggle_1448176","0.0","0.0","0.5393518518518519","Caesars Entertainment","center stage entertainment"
"dataworld_1344","Kaggle_1448724","0.0","0.0","0.46632996632996637","Caesars Entertainment","general purpose entertainment"
"dataworld_1344","Kaggle_1463259","0.0","0.0","0.4933035714285714","Caesars Entertainment","entourage sports & entertainment"
"dataworld_1344","Kaggle_1484740","0.0","0.0","0.567391304347826","Caesars Entertainment","lila entertainment group"
"dataworld_1344","Kaggle_1498969","0.0","0.0","0.6857142857142857","Caesars Entertainment","faes entertainment"
"dataworld_1344","Kaggle_1519411","0.0","0.0","0.5881578947368421","Caesars Entertainment","m2 entertainment"
"dataworld_1344","Kaggle_1520004","0.0","0.0","0.3952020202020202","Caesars Entertainment","impressions entertainment & events pvt. ltd."
"dataworld_1344","Kaggle_1521416","0.0","0.0","0.42921146953405015","Caesars Entertainment","chicken soup for the soul entertainment, inc."
"dataworld_1344","Kaggle_1540345","0.0","0.0","0.41308243727598565","Caesars Entertainment","santa barbara soccer entertainment"
"dataworld_1344","Kaggle_1563463","0.0","0.0","0.6291666666666667","Caesars Entertainment","adlabs entertainment limited"
"dataworld_1344","Kaggle_1575075","0.0","0.0","0.5900673400673401","Caesars Entertainment","ace of spades entertainment inc."
"dataworld_1344","Kaggle_1576635","0.0","0.0","0.6041666666666666","Caesars Entertainment","osiris entertainment"
"dataworld_1344","Kaggle_1587104","0.0","0.0","0.52023988005997","Caesars Entertainment","glasshouse entertainment"
"dataworld_1344","Kaggle_1614220","0.0","0.0","0.4947089947089947","Caesars Entertainment","superb entertainment tv"
"dataworld_1344","Kaggle_1642690","0.0","0.0","0.6173913043478261","Caesars Entertainment","rasr entertainment ltd"
"dataworld_1344","Kaggle_1643442","0.0","0.0","0.4612903225806452","Caesars Entertainment","creole celina entertainment"
"dataworld_1344","Kaggle_1670144","0.0","0.0","0.33816743572841135","Caesars Entertainment","tribute productions talent & entertainment"
"dataworld_1344","Kaggle_1672319","0.0","0.0","0.4506302521008404","Caesars Entertainment","lamport-sheppard entertainment ltd."
"dataworld_1344","Kaggle_1672707","0.0","0.0","0.3588516746411483","Caesars Entertainment","red frog events n entertainment pvt.ltd"
"dataworld_1344","Kaggle_1674867","0.0","0.0","0.5646551724137931","Caesars Entertainment","paige sports entertainment"
"dataworld_1344","Kaggle_169623","0.0","0.0","0.38578088578088576","Caesars Entertainment","m&c saatchi sport & entertainment - london"
"dataworld_1344","Kaggle_1704834","0.0","0.0","0.3505226480836237","Caesars Entertainment","musa military entertainment consulting"
"dataworld_1344","Kaggle_179427","0.0","0.0","0.5984427141268076","Caesars Entertainment","caesars interactive entertainment inc."
"dataworld_1344","Kaggle_201176","0.0","0.0","0.526896551724138","Caesars Entertainment","fine brothers entertainment"
"dataworld_1344","Kaggle_218929","0.0","0.0","0.3469079939668175","Caesars Entertainment","philips entertainment - strand lighting"
"dataworld_1344","Kaggle_227032","0.0","0.0","0.3611842105263158","Caesars Entertainment","stars and strikes family entertainment centers"
"dataworld_1344","Kaggle_234588","0.0","0.0","0.4298986486486487","Caesars Entertainment","harris blitzer sports & entertainment"
"dataworld_1344","Kaggle_25018","0.0","0.0","0.4649784482758621","Caesars Entertainment","monumental sports & entertainment"
"dataworld_1344","Kaggle_268056","0.0","0.0","0.5631578947368421","Caesars Entertainment","entertainment 1"
"dataworld_1344","Kaggle_27012","0.0","0.0","0.5686813186813187","Caesars Entertainment","hastings entertainment"
"dataworld_1344","Kaggle_286419","0.0","0.0","0.3706293706293706","Caesars Entertainment","reliance big music & home entertainment"
"dataworld_1344","Kaggle_318380","0.0","0.0","0.326555023923445","Caesars Entertainment","burns entertainment & sports marketing"
"dataworld_1344","Kaggle_369213","0.0","0.0","0.5265804597701149","Caesars Entertainment","firestarter entertainment"
"dataworld_1344","Kaggle_389047","0.0","0.0","0.4187192118226601","Caesars Entertainment","instant request dj entertainment"
"dataworld_1344","Kaggle_391974","0.0","0.0","0.397203947368421","Caesars Entertainment","madison square garden entertainment"
"dataworld_1344","Kaggle_401338","0.0","0.0","0.5235732009925558","Caesars Entertainment","marquee sports & entertainment"
"dataworld_1344","Kaggle_402734","0.0","0.0","0.36500754147812975","Caesars Entertainment","total entertainment/ xplosive entertainment"
"dataworld_1344","Kaggle_404212","0.0","0.0","0.44310035842293904","Caesars Entertainment","larry h miller sports & entertainment"
"dataworld_1344","Kaggle_405773","0.0","0.0","0.540909090909091","Caesars Entertainment","main event entertainment group"
"dataworld_1344","Kaggle_463964","0.0","0.0","0.3306233062330623","Caesars Entertainment","business careers in entertainment association"
"dataworld_1344","Kaggle_486997","0.0","0.0","0.39313725490196083","Caesars Entertainment","toursec entertainment life safety"
"dataworld_1344","Kaggle_490791","0.0","0.0","0.42914746543778803","Caesars Entertainment","party excitement entertainment"
"dataworld_1344","Kaggle_497242","0.0","0.0","0.58994708994709","Caesars Entertainment","creasaur entertainment co."
"dataworld_1344","Kaggle_508323","0.0","0.0","0.39695340501792115","Caesars Entertainment","dainty consolidated entertainment"
"dataworld_1344","Kaggle_511498","0.0","0.0","0.6391304347826088","Caesars Entertainment","atlas entertainment"
"dataworld_1344","Kaggle_535875","0.0","0.0","0.36229086229086227","Caesars Entertainment","green iguana restaurant entertainment group llc"
"dataworld_1344","Kaggle_544784","0.0","0.0","0.35867620751341683","Caesars Entertainment","senn, ferrero asociados sports & entertainment"
"dataworld_1344","Kaggle_549154","0.0","0.0","0.33783783783783783","Caesars Entertainment","identity management group. entertainment and events"
"dataworld_1344","Kaggle_572621","0.0","0.0","0.5868965517241379","Caesars Entertainment","career sports & entertainment"
"dataworld_1344","Kaggle_581012","0.0","0.0","0.4866898148148148","Caesars Entertainment","innovation arts & entertainment"
"dataworld_1344","Kaggle_589068","0.45454545454545453","0.45454545454545453","0.5772727272727273","Caesars Entertainment","ksp entertainment"
"dataworld_1344","Kaggle_612201","0.0","0.0","0.34417344173441733","Caesars Entertainment","women in toys, licensing & entertainment (wit)"
"dataworld_1344","Kaggle_620853","0.0","0.0","0.5419790104947526","Caesars Entertainment","jane street entertainment"
"dataworld_1344","Kaggle_648966","0.0","0.0","0.4922341696535245","Caesars Entertainment","heroes and villains entertainment"
"dataworld_1344","Kaggle_674543","0.0","0.0","0.5423280423280423","Caesars Entertainment","valhalla entertainment"
"dataworld_1344","Kaggle_690019","0.0","0.0","0.5433333333333333","Caesars Entertainment","exceed sports & entertainment"
"dataworld_1344","Kaggle_692821","0.0","0.0","0.6022727272727273","Caesars Entertainment","esfm entertainment"
"dataworld_1344","Kaggle_696022","0.0","0.0","0.5454002389486261","Caesars Entertainment","creative capers entertainment"
"dataworld_1344","Kaggle_702392","0.0","0.0","0.49857142857142855","Caesars Entertainment","twenty3 sport & entertainment"
"dataworld_1344","Kaggle_702812","0.0","0.0","0.5047619047619047","Caesars Entertainment","epicenter sports and entertainment"
"dataworld_1344","Kaggle_712562","0.0","0.0","0.3551587301587301","Caesars Entertainment","universal studios home entertainment llc"
"dataworld_1344","Kaggle_756170","0.0","0.0","0.6157407407407407","Caesars Entertainment","apples and pears entertainment group"
"dataworld_1344","Kaggle_764430","0.0","0.0","0.8972431077694235","Caesars Entertainment","caesar´s entertainment group"
"dataworld_1344","Kaggle_765163","0.0","0.0","0.5438218390804597","Caesars Entertainment","chex tv - corus entertainment"
"dataworld_1344","Kaggle_766119","0.0","0.0","0.3760711931443639","Caesars Entertainment","impresario entertainment & hospitality pvt ltd"
"dataworld_1344","Kaggle_777076","0.0","0.0","0.6394736842105263","Caesars Entertainment","3s entertainment"
"dataworld_1344","Kaggle_820021","0.0","0.0","0.4812903225806452","Caesars Entertainment","adc blackfire entertainment"
"dataworld_1344","Kaggle_831451","0.0","0.0","0.3744360902255639","Caesars Entertainment","american skating entertainment centers"
"dataworld_1344","Kaggle_847991","0.0","0.0","0.33028455284552843","Caesars Entertainment","macrowell omg digital entertainment co ltd (3687)"
"dataworld_1344","Kaggle_861019","0.0","0.0","0.37025745257452575","Caesars Entertainment","legacy sports and entertainment consultants"
"dataworld_1344","Kaggle_863523","0.0","0.0","0.3423076923076923","Caesars Entertainment","entertainment industries council, inc."
"dataworld_1344","Kaggle_891722","0.0","0.0","0.5033333333333333","Caesars Entertainment","seven seas entertainment, llc"
"dataworld_1344","Kaggle_90770","0.3235294117647059","0.23255813953488372","0.454868154158215","Caesars Entertainment","ottawa sports and entertainment group (oseg)"
"dataworld_1344","Kaggle_909221","0.0","0.0","0.4107744107744108","Caesars Entertainment","compound entertainment / def jam"
"dataworld_1344","Kaggle_911388","0.0","0.0","0.39646464646464646","Caesars Entertainment","center stage entertainment marketing"
"dataworld_1344","Kaggle_936217","0.0","0.0","0.6131578947368421","Caesars Entertainment","c3 entertainment, inc."
"dataworld_1344","Kaggle_941906","0.0","0.0","0.4142736486486487","Caesars Entertainment","crossroads entertainment & marketing"
"dataworld_1344","Kaggle_966080","0.0","0.0","0.4598039215686275","Caesars Entertainment","carving dreams entertainment p.ltd"
"dataworld_1344","Kaggle_972566","0.0","0.0","0.47962962962962963","Caesars Entertainment","central entertaiment group"
"dataworld_1345","Kaggle_690443","0.0","0.0","0.3870192307692308","Silver Wheaton","silvermine group"
"dataworld_1346","Kaggle_691879","0.0","0.0","0.4097222222222222","Alfa Laval","alfa+"
"dataworld_134","Kaggle_1017152","0.0","0.0","0.4734848484848485","Capital One Financial","alon capital ltd"
"dataworld_134","Kaggle_1245935","0.0","0.0","0.4764705882352941","Capital One Financial","capital home care inc."
"dataworld_134","Kaggle_126762","0.0","0.0","0.39230769230769236","Capital One Financial","rmb capital"
"dataworld_134","Kaggle_1422770","0.0","0.0","0.6681818181818182","Capital One Financial","m1 capital oy"
"dataworld_134","Kaggle_1617654","0.0","0.0","0.5059523809523809","Capital One Financial","capital grill"
"dataworld_134","Kaggle_1632118","0.0","0.0","0.5089285714285714","Capital One Financial","capital granite limited"
"dataworld_134","Kaggle_557305","0.0","0.0","0.6858974358974359","Capital One Financial","capitalstone"
"dataworld_134","Kaggle_648806","0.0","0.0","0.5833333333333333","Capital One Financial","k2 capital group"
"dataworld_134","Kaggle_703660","0.0","0.0","0.4732142857142857","Capital One Financial","capital returns"
"dataworld_1350","Kaggle_1511865","0.0","0.0","0.45999999999999996","Caltex Australia","camp america (australia)"
"dataworld_1350","Kaggle_257729","0.0","0.0","0.3416666666666667","Caltex Australia","tpa austria"
"dataworld_1350","Kaggle_259462","0.0","0.0","0.4834368530020704","Caltex Australia","campus travel australia"
"dataworld_1350","Kaggle_417810","0.0","0.0","0.3915343915343915","Caltex Australia","intersystems australia"
"dataworld_1350","Kaggle_460083","0.0","0.0","0.5340909090909091","Caltex Australia","gastech australia"
"dataworld_1350","Kaggle_675780","0.0","0.0","0.5854166666666667","Caltex Australia","a4e australia"
"dataworld_1350","Kaggle_778335","0.0","0.0","0.3768421052631579","Caltex Australia","think brick australia"
"dataworld_1350","Kaggle_810489","0.0","0.0","0.3370411568409344","Caltex Australia","recreational aviation australia"
"dataworld_1350","Kaggle_954319","0.0","0.0","0.40315789473684216","Caltex Australia","good design australia"
"dataworld_1352","Kaggle_112629","0.0","0.0","0.3389423076923077","Dassault Systèmes","basement systems, inc."
"dataworld_1352","Kaggle_1266357","0.0","0.0","0.3247282608695652","Dassault Systèmes","ansa systems ltd"
"dataworld_1352","Kaggle_1377583","0.0","0.0","0.32670454545454547","Dassault Systèmes","dsl systems ltd"
"dataworld_1352","Kaggle_1420642","0.0","0.0","0.3526785714285714","Dassault Systèmes","dst systems inc"
"dataworld_1352","Kaggle_520703","0.0","0.0","0.3701219512195122","Dassault Systèmes","nts consulting, partenaire de dassault systèmes"
"dataworld_1356","Kaggle_204734","0.0","0.22807017543859648","0.0","Millicom International","kyocera international, inc. - semiconductor components group"
"dataworld_1357","Kaggle_349691","0.23809523809523808","0.23809523809523808","0.3249299719887955","Taiwan Mobile","virgin mobile chile"
"dataworld_1360","Kaggle_513718","0.0","0.0","0.34561403508771926","Bilfinger","billing services, inc."
"dataworld_1361","Kaggle_247491","0.0","0.0","0.4150717703349282","Vallourec","vallourec & mannesmann usa corp."
"dataworld_1362","Kaggle_1589796","0.0","0.0","0.446969696969697","Hellenic Telecom","neolink telecom"
"dataworld_1362","Kaggle_7906","0.0","0.0","0.4094896331738437","Hellenic Telecom","hellenic telecommunications organisation"
"dataworld_1362","Kaggle_851995","0.0","0.0","0.327445652173913","Hellenic Telecom","dekatel telecom bv"
"dataworld_1366","Kaggle_1506324","0.0","0.0","0.5634920634920635","Bajaj Auto","bajaj group"
"dataworld_1368","Kaggle_1014770","0.0","0.0","0.39750957854406127","Shanghai Construction","viking engineering & construction"
"dataworld_1368","Kaggle_1025405","0.0","0.0","0.4535714285714286","Shanghai Construction","hodge construction llc"
"dataworld_1368","Kaggle_1025454","0.0","0.0","0.5035714285714286","Shanghai Construction","greenbar construction, inc."
"dataworld_1368","Kaggle_1034786","0.0","0.0","0.5783045977011494","Shanghai Construction","laxmanbhai construction (uk) ltd"
"dataworld_1368","Kaggle_1042721","0.0","0.0","0.35151515151515156","Shanghai Construction","rumdel construction (cape) (pty) ltd"
"dataworld_1368","Kaggle_1050260","0.0","0.0","0.40757381258023107","Shanghai Construction","shandong hongda construction machine group co.,ltd"
"dataworld_1368","Kaggle_1055706","0.0","0.0","0.511875","Shanghai Construction","shillon global construction, inc."
"dataworld_1368","Kaggle_1067953","0.0","0.0","0.34879032258064513","Shanghai Construction","mast construction services, inc."
"dataworld_1368","Kaggle_1067956","0.0","0.0","0.4724137931034483","Shanghai Construction","samco national construction"
"dataworld_1368","Kaggle_1077071","0.0","0.0","0.37625","Shanghai Construction","barpa construction services"
"dataworld_1368","Kaggle_110153","0.0","0.0","0.3915151515151515","Shanghai Construction","absher construction company"
"dataworld_1368","Kaggle_1113409","0.0","0.0","0.36018518518518516","Shanghai Construction","jc construction/actor"
"dataworld_1368","Kaggle_1121460","0.0","0.0","0.33056478405315615","Shanghai Construction","collaborative construction management"
"dataworld_1368","Kaggle_1151933","0.0","0.0","0.595","Shanghai Construction","asanti construction inc."
"dataworld_1368","Kaggle_1159855","0.0","0.0","0.48737727910238426","Shanghai Construction","steve hoskin construction limited"
"dataworld_1368","Kaggle_1174389","0.0","0.0","0.4224137931034483","Shanghai Construction","perich constructions pty ltd"
"dataworld_1368","Kaggle_1174452","0.0","0.0","0.5869047619047619","Shanghai Construction","cti construction inc"
"dataworld_1368","Kaggle_1180213","0.0","0.0","0.5180288461538461","Shanghai Construction","shenzhen bauing construction group"
"dataworld_1368","Kaggle_1202889","0.0","0.0","0.3507625272331155","Shanghai Construction","tedesco construction services, inc."
"dataworld_1368","Kaggle_1230419","0.0","0.0","0.5078369905956113","Shanghai Construction","shorecrest construction, inc."
"dataworld_1368","Kaggle_1239895","0.0","0.0","0.39415708812260536","Shanghai Construction","ram kripal singh construction pvt ltd"
"dataworld_1368","Kaggle_124777","0.0","0.0","0.34481255448997383","Shanghai Construction","national projects & construction llc"
"dataworld_1368","Kaggle_1250367","0.0","0.0","0.32732732732732733","Shanghai Construction","eurabia engineering and construction company limited"
"dataworld_1368","Kaggle_1267610","0.0","0.0","0.3420138888888889","Shanghai Construction","tsala rms construction solutions (pty) ltd"
"dataworld_1368","Kaggle_1274880","0.0","0.0","0.44499999999999995","Shanghai Construction","csi construction (1997) ltd"
"dataworld_1368","Kaggle_1278200","0.0","0.0","0.4109972041006524","Shanghai Construction","mascot engineering & construction"
"dataworld_1368","Kaggle_1281502","0.0","0.0","0.35357142857142854","Shanghai Construction","sr construction pty ltd (nsw)"
"dataworld_1368","Kaggle_1294028","0.38461538461538464","0.3448275862068966","0.5173076923076924","Shanghai Construction","mcgill construction ltd."
"dataworld_1368","Kaggle_129477","0.0","0.0","0.4363557105492589","Shanghai Construction","lum chang building construction pte ltd"
"dataworld_1368","Kaggle_1317209","0.0","0.0","0.3554778554778555","Shanghai Construction","james j. anderson construction company"
"dataworld_1368","Kaggle_1333018","0.0","0.0","0.47857142857142854","Shanghai Construction","carmalor construction limited"
"dataworld_1368","Kaggle_1334449","0.0","0.0","0.3835978835978836","Shanghai Construction","e.m. harris construction company"
"dataworld_1368","Kaggle_1344878","0.0","0.0","0.363275039745628","Shanghai Construction","rls construction inc dba squires construction"
"dataworld_1368","Kaggle_1347548","0.0","0.0","0.41018518518518515","Shanghai Construction","buck construction llc"
"dataworld_1368","Kaggle_1350309","0.0","0.0","0.458128078817734","Shanghai Construction","interlink construction"
"dataworld_1368","Kaggle_1362378","0.0","0.0","0.33850129198966405","Shanghai Construction","prism engineering & construction services"
"dataworld_1368","Kaggle_1387992","0.0","0.0","0.34694989106753815","Shanghai Construction","ravi construction & development"
"dataworld_1368","Kaggle_1388769","0.0","0.0","0.33531746031746035","Shanghai Construction","emerald construction equipment"
"dataworld_1368","Kaggle_1399280","0.0","0.0","0.4115151515151515","Shanghai Construction","commercial construction group, inc (ccg)"
"dataworld_1368","Kaggle_1404872","0.0","0.0","0.5335483870967741","Shanghai Construction","shaheen group - design and construction"
"dataworld_1368","Kaggle_140612","0.0","0.0","0.47151515151515155","Shanghai Construction","sk engineering & construction co. ltd."
"dataworld_1368","Kaggle_1414543","0.0","0.0","0.34125636672325976","Shanghai Construction","true north construction management, inc."
"dataworld_1368","Kaggle_1425170","0.0","0.0","0.41491228070175434","Shanghai Construction","tristar engineering & construction"
"dataworld_1368","Kaggle_1468625","0.0","0.0","0.3848484848484849","Shanghai Construction","stratmore construction solutions limited"
"dataworld_1368","Kaggle_1479308","0.0","0.0","0.40211640211640215","Shanghai Construction","m engineering & construction llc"
"dataworld_1368","Kaggle_148451","0.0","0.0","0.3463414634146341","Shanghai Construction","hyundai construction equipment company"
"dataworld_1368","Kaggle_1496500","0.0","0.0","0.41050903119868637","Shanghai Construction","doolee construction pty ltd"
"dataworld_1368","Kaggle_1519720","0.0","0.0","0.5285714285714286","Shanghai Construction","mj hughes construction, inc."
"dataworld_1368","Kaggle_1519822","0.0","0.0","0.35555555555555557","Shanghai Construction","capital construction consultants, inc."
"dataworld_1368","Kaggle_1520188","0.0","0.0","0.4424603174603175","Shanghai Construction","smith engineering and construction"
"dataworld_1368","Kaggle_1546071","0.0","0.0","0.4315151515151515","Shanghai Construction","mountain power construction co"
"dataworld_1368","Kaggle_1547526","0.0","0.0","0.3315047021943574","Shanghai Construction","am construction services"
"dataworld_1368","Kaggle_1588668","0.0","0.0","0.52","Shanghai Construction","ellicon construction limited"
"dataworld_1368","Kaggle_1593483","0.0","0.0","0.3351851851851852","Shanghai Construction","m construction & deisgn, inc."
"dataworld_1368","Kaggle_1615625","0.0","0.0","0.36305361305361306","Shanghai Construction","griffin construction company"
"dataworld_1368","Kaggle_1615697","0.0","0.0","0.35000000000000003","Shanghai Construction","construction search group ltd"
"dataworld_1368","Kaggle_1620894","0.0","0.0","0.4343185550082102","Shanghai Construction","new age communications construction llc"
"dataworld_1368","Kaggle_1627029","0.0","0.0","0.49624999999999997","Shanghai Construction","straight ahead construction inc."
"dataworld_1368","Kaggle_1642069","0.0","0.0","0.6115384615384616","Shanghai Construction","chauhan construction"
"dataworld_1368","Kaggle_165732","0.0","0.0","0.4535483870967742","Shanghai Construction","al hani construction & trading"
"dataworld_1368","Kaggle_1665975","0.0","0.0","0.43862007168458783","Shanghai Construction","el shaddai construction & management ltd."
"dataworld_1368","Kaggle_1679199","0.0","0.0","0.41625","Shanghai Construction","george rydell constructions"
"dataworld_1368","Kaggle_1689856","0.0","0.0","0.35531309297912717","Shanghai Construction","gurhan construction (gürhan i?n?aat)"
"dataworld_1368","Kaggle_1696491","0.0","0.0","0.5075075075075075","Shanghai Construction","shanghai tower construction development co., ltd."
"dataworld_1368","Kaggle_189611","0.0","0.0","0.3931996512641674","Shanghai Construction","fujairah national construction co. l.l.c."
"dataworld_1368","Kaggle_202736","0.0","0.0","0.6037037037037037","Shanghai Construction","cranshaw construction"
"dataworld_1368","Kaggle_216630","0.0","0.0","0.40674603174603174","Shanghai Construction","martines palmeiro construction"
"dataworld_1368","Kaggle_220612","0.0","0.0","0.4221598877980365","Shanghai Construction","parker young construction inc."
"dataworld_1368","Kaggle_228523","0.0","0.0","0.38228438228438233","Shanghai Construction","andres construction services"
"dataworld_1368","Kaggle_231138","0.0","0.0","0.3922558922558923","Shanghai Construction","thornton construction company, inc."
"dataworld_1368","Kaggle_231214","0.0","0.0","0.3714733542319749","Shanghai Construction","kci construction company"
"dataworld_1368","Kaggle_232559","0.0","0.0","0.4814814814814815","Shanghai Construction","pushpanjali constructions pvt. ltd"
"dataworld_1368","Kaggle_2331","0.0","0.0","0.34485049833887044","Shanghai Construction","hyundai engineering & construction co.,ltd."
"dataworld_1368","Kaggle_233940","0.0","0.0","0.32129032258064516","Shanghai Construction","kdg construction consulting"
"dataworld_1368","Kaggle_241624","0.0","0.0","0.6847619047619048","Shanghai Construction","shangri-la construction"
"dataworld_1368","Kaggle_243364","0.0","0.0","0.3948717948717949","Shanghai Construction","vericon construction company"
"dataworld_1368","Kaggle_244440","0.0","0.0","0.5295566502463054","Shanghai Construction","thieneman construction inc."
"dataworld_1368","Kaggle_256215","0.0","0.0","0.3492239467849224","Shanghai Construction","mariout engineering and construction (mec)"
"dataworld_1368","Kaggle_260377","0.0","0.0","0.32140727489564697","Shanghai Construction","talenco - talents in engineering & construction"
