"dataworld_1005","Kaggle_4186360","0.0","0.0","0.2860576923076923","Hang Lung Group","hangzhou meian motor co., ltd"
"dataworld_1401","Kaggle_4127761","0.0","0.0","0.5678260869565217","Meico Crown Entertainment","go on entertainment"
"dataworld_1401","Kaggle_4156145","0.0","0.0","0.48291925465838514","Meico Crown Entertainment","mx live entertainment"
"dataworld_1401","Kaggle_4160804","0.0","0.0","0.3368673050615595","Meico Crown Entertainment","skipping stones entertainment private limited"
"dataworld_1401","Kaggle_4170001","0.0","0.0","0.32123411978221417","Meico Crown Entertainment","classie entertainment agency llc"
"dataworld_1401","Kaggle_4185331","0.0","0.0","0.4270588235294118","Meico Crown Entertainment","galardi south entertainment"
"dataworld_1401","Kaggle_4197191","0.0","0.0","0.4399766899766899","Meico Crown Entertainment","sun-music / event entertainment"
"dataworld_1401","Kaggle_4211484","0.0","0.0","0.5260869565217392","Meico Crown Entertainment","the mob entertainment"
"dataworld_1401","Kaggle_4248068","0.0","0.0","0.45899347623485554","Meico Crown Entertainment","michael mccrudden entertainment"
"dataworld_1401","Kaggle_4265392","0.0","0.0","0.34942084942084944","Meico Crown Entertainment","crawford entertainment systems"
"dataworld_1401","Kaggle_4288463","0.0","0.0","0.5098814229249012","Meico Crown Entertainment","entertainment communications"
"dataworld_1401","Kaggle_4320128","0.0","0.0","0.38795986622073575","Meico Crown Entertainment","entertainment city limited"
"dataworld_1401","Kaggle_4332035","0.0","0.0","0.5434782608695652","Meico Crown Entertainment","oc3 entertainment, inc."
"dataworld_1401","Kaggle_4332123","0.0","0.0","0.5158862876254181","Meico Crown Entertainment","raven entertainment group"
"dataworld_1401","Kaggle_4374657","0.0","0.0","0.5043478260869565","Meico Crown Entertainment","lee entertainment"
"dataworld_1401","Kaggle_4407476","0.0","0.0","0.38504983388704317","Meico Crown Entertainment","grinder ideas production entertainment"
"dataworld_1401","Kaggle_4454613","0.0","0.0","0.32196969696969696","Meico Crown Entertainment","chantal wessels entertainment & events"
"dataworld_1401","Kaggle_4462430","0.0","0.0","0.2978848413631022","Meico Crown Entertainment","first note entertainment music publishing"
"dataworld_1401","Kaggle_4470529","0.0","0.0","0.5091164095371669","Meico Crown Entertainment","desertrock entertainment, inc."
"dataworld_1401","Kaggle_4470598","0.0","0.0","0.5183946488294314","Meico Crown Entertainment","road entertainment"
"dataworld_1401","Kaggle_4471962","0.0","0.0","0.3901996370235934","Meico Crown Entertainment","green hummingbird entertainment"
"dataworld_1401","Kaggle_4490170","0.0","0.0","0.39919354838709675","Meico Crown Entertainment","precision sports & entertainment group pty ltd"
"dataworld_1401","Kaggle_4492150","0.0","0.0","0.3345740281224152","Meico Crown Entertainment","action entertainment insurance pty ltd"
"dataworld_1401","Kaggle_4505544","0.0","0.0","0.3953804347826087","Meico Crown Entertainment","double a entertainment, llc"
"dataworld_1401","Kaggle_4506991","0.0","0.0","0.4762348555452004","Meico Crown Entertainment","mediaho marketing & entertainment"
"dataworld_1401","Kaggle_4522858","0.0","0.0","0.4166666666666667","Meico Crown Entertainment","a creative force entertainment"
"dataworld_1401","Kaggle_4533571","0.0","0.0","0.35239018087855295","Meico Crown Entertainment","incorporated minds music empire ? imme / d and a entertainment group"
"dataworld_1401","Kaggle_4539830","0.0","0.0","0.47195767195767196","Meico Crown Entertainment","meetings r us and raw entertainment inc,"
"dataworld_1401","Kaggle_4560414","0.0","0.0","0.3090062111801243","Meico Crown Entertainment","entertainment central"
"dataworld_1401","Kaggle_4567985","0.0","0.0","0.3776167471819646","Meico Crown Entertainment","i am entertainment ® media"
"dataworld_1401","Kaggle_4582220","0.0","0.0","0.3131276901004304","Meico Crown Entertainment","agi entertainment media and management llc"
"dataworld_1401","Kaggle_4591680","0.0","0.0","0.5344202898550725","Meico Crown Entertainment","mr entertainment"
"dataworld_1401","Kaggle_4611084","0.0","0.0","0.4018018018018018","Meico Crown Entertainment","xiaomi interactive entertainment"
"dataworld_1401","Kaggle_4613359","0.34375","0.0","0.421875","Meico Crown Entertainment","italian entertainment and more"
"dataworld_1401","Kaggle_4633475","0.0","0.0","0.33056478405315615","Meico Crown Entertainment","bathurst memorial entertainment centre"
"dataworld_1401","Kaggle_4639946","0.0","0.0","0.4407114624505929","Meico Crown Entertainment","ron ballon entertrainment"
"dataworld_1401","Kaggle_4653853","0.0","0.0","0.5117753623188406","Meico Crown Entertainment","s n entertainments"
"dataworld_1401","Kaggle_4681580","0.0","0.0","0.540133779264214","Meico Crown Entertainment","echo entertainment incorporated"
"dataworld_1401","Kaggle_4682782","0.0","0.0","0.35157318741450067","Meico Crown Entertainment","audio brothers -entertainment services-"
"dataworld_1401","Kaggle_4683848","0.0","0.0","0.5330112721417068","Meico Crown Entertainment","entpro entertainment"
"dataworld_1401","Kaggle_4705454","0.0","0.0","0.3875762195121951","Meico Crown Entertainment","madison avenue sports and entertainment"
"dataworld_1401","Kaggle_4716215","0.0","0.0","0.3311688311688311","Meico Crown Entertainment","florida music & entertainment hall of fame"
"dataworld_1401","Kaggle_4756005","0.0","0.0","0.32792207792207795","Meico Crown Entertainment","the roland grimes sports and entertainment show"
"dataworld_1401","Kaggle_4758214","0.0","0.0","0.33842538190364274","Meico Crown Entertainment","tv channel online.com analog entertainment"
"dataworld_1401","Kaggle_4758724","0.0","0.0","0.5460869565217391","Meico Crown Entertainment","iten entertainment"
"dataworld_1401","Kaggle_4761018","0.0","0.0","0.29138513513513514","Meico Crown Entertainment","hi-life! entertainment | hi-life! records"
"dataworld_1401","Kaggle_4813924","0.0","0.0","0.3765144454799627","Meico Crown Entertainment","desert pearl entertainment - india"
"dataworld_1401","Kaggle_4815965","0.2558139534883721","0.0","0.32235142118863047","Meico Crown Entertainment","hong kong hemei entertainment technology co., limited"
"dataworld_1401","Kaggle_4884803","0.0","0.0","0.5552536231884058","Meico Crown Entertainment","ivn entertainment, inc."
"dataworld_1401","Kaggle_4920166","0.0","0.0","0.31022408963585435","Meico Crown Entertainment","apex parks & entertainment services (apes)"
"dataworld_1401","Kaggle_4921518","0.0","0.0","0.3990901571546733","Meico Crown Entertainment","tringlish: education & entertainment"
"dataworld_1401","Kaggle_4922243","0.0","0.0","0.3238095238095238","Meico Crown Entertainment","spin entertainment production"
"dataworld_1401","Kaggle_4948930","0.0","0.0","0.5263975155279503","Meico Crown Entertainment","chrome entertainment"
"dataworld_1401","Kaggle_5057256","0.0","0.0","0.411544227886057","Meico Crown Entertainment","pope entertainment, llc"
"dataworld_1401","Kaggle_5069156","0.0","0.0","0.4895330112721417","Meico Crown Entertainment","etnix entertainment"
"dataworld_1401","Kaggle_5073934","0.0","0.0","0.2870588235294118","Meico Crown Entertainment","tala entertainment services"
"dataworld_1401","Kaggle_5079965","0.0","0.0","0.3074555403556771","Meico Crown Entertainment","georgia entertainment association (gea)"
"dataworld_1401","Kaggle_5117241","0.0","0.0","0.5040760869565217","Meico Crown Entertainment","visitor one entertainment"
"dataworld_1401","Kaggle_5117686","0.0","0.0","0.5838509316770186","Meico Crown Entertainment","be iconic entertainment"
"dataworld_1401","Kaggle_5161413","0.0","0.0","0.32959326788218796","Meico Crown Entertainment","gpn entertainment private limited"
"dataworld_1401","Kaggle_5165694","0.0","0.0","0.43143812709030105","Meico Crown Entertainment","m & m entertainment llc"
"dataworld_1401","Kaggle_5175940","0.0","0.0","0.4115384615384615","Meico Crown Entertainment","callback corporate entertainment inc."
"dataworld_1401","Kaggle_5178350","0.0","0.0","0.3993355481727575","Meico Crown Entertainment","sambaliscious brazilian entertainment"
"dataworld_1401","Kaggle_5178360","0.0","0.0","0.402992277992278","Meico Crown Entertainment","austin universal entertainment"
"dataworld_1401","Kaggle_5188068","0.0","0.0","0.34920634920634924","Meico Crown Entertainment","orion entertainment consulting"
"dataworld_1401","Kaggle_5194191","0.0","0.0","0.40744101633393826","Meico Crown Entertainment","flancer marketing & entertainment"
"dataworld_1401","Kaggle_5217276","0.0","0.0","0.5126811594202899","Meico Crown Entertainment","ou entertainment"
"dataworld_1402","Kaggle_4919727","0.0","0.0","0.29809220985691576","Bank Danamon Indonesia","nippon steel construction indonesia pt"
"dataworld_1403","Kaggle_3537698","0.0","0.23255813953488372","0.0","Life Technologies","sarvamangal engineering technologies - india"
"dataworld_1403","Kaggle_3570398","0.0","0.6086956521739131","0.0","Life Technologies","lifecare technologies, inc"
"dataworld_1403","Kaggle_5039251","0.0","0.8235294117647058","0.0","Life Technologies","glife technologies"
"dataworld_1404","Kaggle_4245166","0.0","0.4222222222222222","0.0","Shanghai Pharmaceuticals","shanghai fosun pharmaceutical development co., ltd."
"dataworld_1404","Kaggle_4246021","0.0","0.0","0.9","Shanghai Pharmaceuticals","f5 shanghai"
"dataworld_1404","Kaggle_4502352","0.0","0.6774193548387096","0.0","Shanghai Pharmaceuticals","shanghai donghai pharmaceutical co., ltd."
"dataworld_1404","Kaggle_4746263","0.0","0.0","0.6258741258741258","Shanghai Pharmaceuticals","shanghai haide"
"dataworld_1404","Kaggle_4847268","0.0","0.4418604651162791","0.0","Shanghai Pharmaceuticals","shanghai uniwin pharmaceutical machinery co., ltd"
"dataworld_1405","Kaggle_3500909","0.0","0.0","0.2848020434227331","Arca Continental","continental contractors - india"
"dataworld_1405","Kaggle_3673645","0.0","0.0","0.3390909090909091","Arca Continental","continental instruments"
"dataworld_1405","Kaggle_3831242","0.0","0.0","0.32525083612040134","Arca Continental","continental airline cargo"
"dataworld_1405","Kaggle_3925947","0.0","0.0","0.3706521739130435","Arca Continental","continental engineers"
"dataworld_1405","Kaggle_4019803","0.0","0.0","0.2897877984084881","Arca Continental","continental sew & repair center"
"dataworld_1405","Kaggle_4077838","0.0","0.0","0.47017543859649125","Arca Continental","continental home"
"dataworld_1405","Kaggle_4362678","0.0","0.0","0.3185913185913186","Arca Continental","universidad continental justo sierra"
"dataworld_1405","Kaggle_4525157","0.0","0.0","0.2871212121212121","Arca Continental","allterra construction & environmental ltd."
"dataworld_1405","Kaggle_4641335","0.0","0.0","0.45559210526315785","Arca Continental","continental alarm ltd"
"dataworld_1405","Kaggle_4813760","0.0","0.0","0.4544159544159544","Arca Continental","agencia continental de ventas, s.a."
"dataworld_1405","Kaggle_4922308","0.0","0.0","0.29523809523809524","Arca Continental","continuit pty ltd"
"dataworld_1405","Kaggle_5086386","0.0","0.0","0.4308823529411765","Arca Continental","continental marine energy"
"dataworld_1405","Kaggle_5245132","0.0","0.0","0.37986270022883295","Arca Continental","continental warranty inc"
"dataworld_1406","Kaggle_3565424","0.0","0.0","0.31642857142857145","Avon Products","creative products | cproducts.com"
"dataworld_1406","Kaggle_3632148","0.0","0.0","0.34429824561403505","Avon Products","arc projects"
"dataworld_1406","Kaggle_3673275","0.0","0.0","0.3696581196581197","Avon Products","bm productions"
"dataworld_1406","Kaggle_3725533","0.0","0.0","0.3195187165775401","Avon Products","respect production"
"dataworld_1406","Kaggle_3862550","0.0","0.0","0.31043956043956045","Avon Products","banyu wening production"
"dataworld_1406","Kaggle_3942564","0.0","0.0","0.35805860805860806","Avon Products","waterfront productions inc."
"dataworld_1406","Kaggle_4160023","0.0","0.0","0.2932027649769585","Avon Products","writeaway promotional products limited"
"dataworld_1406","Kaggle_4160902","0.0","0.0","0.33528428093645485","Avon Products","motivational productions"
"dataworld_1406","Kaggle_4173739","0.0","0.0","0.2953296703296703","Avon Products","concept 2 completion production"
"dataworld_1406","Kaggle_4237568","0.0","0.0","0.3940476190476191","Avon Products","station 51 productions"
"dataworld_1406","Kaggle_4248045","0.0","0.0","0.34265010351966874","Avon Products","podcast production pros"
"dataworld_1406","Kaggle_4264767","0.0","0.0","0.3092857142857143","Avon Products","sensation music and productions"
"dataworld_1406","Kaggle_4345461","0.0","0.0","0.4008695652173913","Avon Products","retina vision productions"
"dataworld_1406","Kaggle_4437390","0.0","0.0","0.4527777777777778","Avon Products","zillion productions"
"dataworld_1406","Kaggle_4453278","0.0","0.0","0.3057692307692308","Avon Products","ion properties"
"dataworld_1406","Kaggle_4479853","0.0","0.0","0.488095238095238","Avon Products","rovner products inc."
"dataworld_1406","Kaggle_4776985","0.0","0.0","0.45789473684210524","Avon Products","instant products group"
"dataworld_1406","Kaggle_4871404","0.0","0.0","0.44191919191919193","Avon Products","caveman productions"
"dataworld_1406","Kaggle_4883369","0.0","0.0","0.4912280701754386","Avon Products","valiant products, inc."
"dataworld_1406","Kaggle_4896678","0.0","0.0","0.4967105263157895","Avon Products","alpen products pty ltd"
"dataworld_1406","Kaggle_4952966","0.0","0.0","0.3864734299516908","Avon Products","pialina productions"
"dataworld_1406","Kaggle_5027426","0.0","0.0","0.3320158102766798","Avon Products","productivity products & svc"
"dataworld_1406","Kaggle_5112197","0.0","0.0","0.4663865546218487","Avon Products","draven productions"
"dataworld_1406","Kaggle_5113552","0.0","0.0","0.34294871794871795","Avon Products","the fashion production company"
"dataworld_1406","Kaggle_5142747","0.0","0.0","0.29713804713804715","Avon Products","timothy marx productions, inc"
"dataworld_1406","Kaggle_5164441","0.0","0.0","0.5381944444444444","Avon Products","arion productions"
"dataworld_1406","Kaggle_5233298","0.0","0.0","0.3342490842490842","Avon Products","augustwolf productions, inc."
"dataworld_1406","Kaggle_5250580","0.0","0.0","0.29454022988505746","Avon Products","andrew kennedy productions"
"dataworld_1406","Kaggle_5258420","0.0","0.0","0.31986531986531985","Avon Products","eager beaver productions limited"
"dataworld_1412","Kaggle_3483284","0.0","0.0","0.35967741935483866","Hysan Development","web mini sites - mini site development"
"dataworld_1412","Kaggle_3484506","0.0","0.0","0.44375","Hysan Development","developments now"
"dataworld_1412","Kaggle_3565556","0.0","0.0","0.30457380457380456","Hysan Development","shira real estate development & investments"
"dataworld_1412","Kaggle_3578722","0.0","0.0","0.36738351254480284","Hysan Development","roberts property developments limited"
"dataworld_1412","Kaggle_3591130","0.0","0.0","0.39097363083164294","Hysan Development","technology group research & development co."
"dataworld_1412","Kaggle_3593930","0.0","0.0","0.3420138888888889","Hysan Development","coastline construction and development limited"
"dataworld_1412","Kaggle_3617715","0.0","0.0","0.34539473684210525","Hysan Development","development baseball"
"dataworld_1412","Kaggle_3632136","0.0","0.0","0.35080645161290325","Hysan Development","international academy of human resource development"
"dataworld_1412","Kaggle_3652077","0.0","0.0","0.29334365325077394","Hysan Development","land development services of michigan l.l.c."
"dataworld_1412","Kaggle_3679032","0.0","0.0","0.3659274193548387","Hysan Development","innovation and development foundation"
"dataworld_1412","Kaggle_3686571","0.0","0.0","0.5296052631578947","Hysan Development","ridshaw developments limited"
"dataworld_1412","Kaggle_3690597","0.0","0.0","0.4764285714285714","Hysan Development","middle michigan development corporation"
"dataworld_1412","Kaggle_3696042","0.0","0.0","0.2965631929046563","Hysan Development","apsley & grand, real estate investing and development"
"dataworld_1412","Kaggle_3708260","0.0","0.0","0.34901960784313724","Hysan Development","rural enterprise development corporation (redc)"
"dataworld_1412","Kaggle_3711186","0.0","0.0","0.3648897058823529","Hysan Development","sands leadership development centre"
"dataworld_1412","Kaggle_3733356","0.0","0.0","0.2934210526315789","Hysan Development","blubusiness. innovation and business development"
"dataworld_1412","Kaggle_3754695","0.0","0.0","0.2911490683229814","Hysan Development","development solutions, llc"
"dataworld_1412","Kaggle_3777091","0.0","0.0","0.42158385093167705","Hysan Development","neighborhood development corporation"
"dataworld_1412","Kaggle_3792054","0.0","0.0","0.2808080808080808","Hysan Development","mark cox developments ltd www.markcoxdevelopments.co.uk"
"dataworld_1412","Kaggle_3804871","0.0","0.0","0.3227554179566563","Hysan Development","capicúa branding & business development"
"dataworld_1412","Kaggle_3845299","0.0","0.0","0.2801724137931034","Hysan Development","development infostructure"
"dataworld_1412","Kaggle_3935195","0.0","0.0","0.5332167832167832","Hysan Development","bryant's land and development industries inc"
"dataworld_1412","Kaggle_3946304","0.0","0.0","0.30858676207513414","Hysan Development","horizon group - real estate acquisition & development"
"dataworld_1412","Kaggle_3970395","0.0","0.0","0.5580357142857143","Hysan Development","icad developments"
"dataworld_1412","Kaggle_3970396","0.0","0.0","0.5083333333333333","Hysan Development","arlington development"
"dataworld_1412","Kaggle_4021933","0.0","0.0","0.3121345029239766","Hysan Development","island time llc. land development services"
"dataworld_1412","Kaggle_4045937","0.0","0.0","0.34395424836601307","Hysan Development","urban design development and construction"
"dataworld_1412","Kaggle_4065622","0.0","0.0","0.455","Hysan Development","bricktop developments ltd."
"dataworld_1412","Kaggle_4082994","0.0","0.0","0.43000000000000005","Hysan Development","change & business development ltd"
"dataworld_1412","Kaggle_4132303","0.0","0.0","0.31808731808731805","Hysan Development","telyar real estate investment and development co."
"dataworld_1412","Kaggle_4160156","0.0","0.0","0.36026785714285714","Hysan Development","rio grande city economic development corporation"
"dataworld_1412","Kaggle_4160160","0.0","0.0","0.36372549019607847","Hysan Development","capital construction & development, inc."
"dataworld_1412","Kaggle_4167394","0.0","0.0","0.4767206477732794","Hysan Development","ec sales and developoment"
"dataworld_1412","Kaggle_4197145","0.0","0.0","0.3420303605313093","Hysan Development","double r investment & development, llc"
"dataworld_1412","Kaggle_4212469","0.0","0.0","0.39307692307692305","Hysan Development","devnetjobs: international development jobs"
"dataworld_1412","Kaggle_4240961","0.0","0.0","0.39241379310344826","Hysan Development","land development associates"
"dataworld_1412","Kaggle_4265878","0.0","0.0","0.2939666238767651","Hysan Development","human partners for development & empowerment"
"dataworld_1412","Kaggle_4277845","0.0","0.0","0.41325431034482757","Hysan Development","best future for human development"
"dataworld_1412","Kaggle_4289111","0.0","0.0","0.5333333333333333","Hysan Development","persimmon development"
"dataworld_1412","Kaggle_4293161","0.0","0.0","0.38136574074074076","Hysan Development","city of orem economic development"
"dataworld_1412","Kaggle_4317664","0.0","0.0","0.35253456221198154","Hysan Development","prospect construction & development group"
"dataworld_1412","Kaggle_4342717","0.0","0.0","0.28355263157894733","Hysan Development","the centre for management & business development"
"dataworld_1412","Kaggle_4346873","0.0","0.0","0.42054958183990443","Hysan Development","khan construction & development"
"dataworld_1412","Kaggle_4426871","0.0","0.0","0.3998842592592593","Hysan Development","flourish business development limited"
"dataworld_1412","Kaggle_4449274","0.0","0.0","0.3548951048951049","Hysan Development","3d development solutions"
"dataworld_1412","Kaggle_4529287","0.0","0.0","0.5952380952380953","Hysan Development","brandon development"
"dataworld_1412","Kaggle_4544582","0.0","0.0","0.29305555555555557","Hysan Development","compent business development services bv"
"dataworld_1412","Kaggle_4601421","0.0","0.0","0.4180952380952381","Hysan Development","anub development centre"
"dataworld_1412","Kaggle_4624686","0.0","0.0","0.353030303030303","Hysan Development","paradise investments and development corp"
"dataworld_1412","Kaggle_4678148","0.0","0.0","0.30420054200542","Hysan Development","ambassadors youth and community development"
"dataworld_1412","Kaggle_4678199","0.0","0.0","0.30023923444976075","Hysan Development","leadership development resources llc"
"dataworld_1412","Kaggle_4679694","0.0","0.0","0.5776942355889725","Hysan Development","anderton development"
"dataworld_1412","Kaggle_4694063","0.0","0.0","0.3946360153256705","Hysan Development","bandak development & investment corporation"
"dataworld_1412","Kaggle_4714902","0.0","0.0","0.28154761904761905","Hysan Development","weborient website design & development company"
"dataworld_1412","Kaggle_4746550","0.0","0.0","0.3300653594771242","Hysan Development","monument construction and development llc"
"dataworld_1412","Kaggle_4750385","0.45","0.32142857142857145","0.56875","Hysan Development","the self development group"
"dataworld_1412","Kaggle_4761699","0.0","0.0","0.34158986175115214","Hysan Development","perfect 10 development & coaching"
"dataworld_1412","Kaggle_4775469","0.0","0.0","0.2989452867501648","Hysan Development","d.b. dor enterprise &amp; business development ltd"
"dataworld_1412","Kaggle_4775514","0.0","0.0","0.555921052631579","Hysan Development","toscani developments ltd."
"dataworld_1412","Kaggle_4798334","0.0","0.0","0.4588859416445623","Hysan Development","human development company ltd (hdc)"
"dataworld_1412","Kaggle_4800578","0.0","0.0","0.36568627450980395","Hysan Development","siddhis career development center"
"dataworld_1412","Kaggle_4867611","0.0","0.0","0.34732142857142856","Hysan Development","alpha soft sh.p.k - software development"
"dataworld_1412","Kaggle_4870055","0.0","0.0","0.3392494929006086","Hysan Development","clinical development consulting"
"dataworld_1412","Kaggle_4880657","0.0","0.0","0.28924327704815506","Hysan Development","maverick real estate investment & development"
"dataworld_1412","Kaggle_4923718","0.0","0.0","0.33374283374283376","Hysan Development","uco small business development center"
"dataworld_1412","Kaggle_4934204","0.0","0.0","0.5064102564102564","Hysan Development","right start development"
"dataworld_1412","Kaggle_4980745","0.0","0.0","0.2990074441687345","Hysan Development","dg development et gestion s.a.r.l"
"dataworld_1412","Kaggle_4987142","0.0","0.0","0.3685064935064935","Hysan Development","monessen community development"
"dataworld_1412","Kaggle_4995328","0.0","0.0","0.5465838509316769","Hysan Development","sandell development, l.l.c."
"dataworld_1412","Kaggle_5003752","0.0","0.0","0.2903116531165312","Hysan Development","shanghai baozhuo trade development co.,ltd"
"dataworld_1412","Kaggle_5137852","0.0","0.0","0.30413533834586465","Hysan Development","commonside community development trust"
"dataworld_1412","Kaggle_5181766","0.0","0.0","0.33547794117647056","Hysan Development","inch by inch child development center"
"dataworld_1412","Kaggle_5202646","0.0","0.0","0.3738859180035651","Hysan Development","diaspora for african development (dfad)"
"dataworld_1412","Kaggle_5250592","0.0","0.0","0.59375","Hysan Development","it development corporation"
"dataworld_1412","Kaggle_5257002","0.0","0.0","0.4092592592592593","Hysan Development","libyan investment and development co"
"dataworld_1413","Kaggle_3621705","0.4444444444444444","0.4444444444444444","0.5555555555555556","Capita","gt capital"
"dataworld_1413","Kaggle_3793550","0.0","0.0","0.2970588235294118","Capita","s1 capital partners, llc."
"dataworld_1413","Kaggle_3979526","0.0","0.0","0.304953560371517","Capita","79 capital securities"
"dataworld_1413","Kaggle_4213895","0.0","0.0","0.30980392156862746","Capita","fifty fifth capital"
"dataworld_1413","Kaggle_4449217","0.0","0.0","0.33333333333333337","Capita","garrison capital"
"dataworld_1413","Kaggle_4613338","0.0","0.0","0.6571428571428571","Capita","i15 capital"
"dataworld_1416","Kaggle_4453261","0.0","0.0","0.3968253968253968","Ashland","ashmar, inc"
"dataworld_1417","Kaggle_4522872","0.0","0.0","0.2824675324675325","WorleyParsons","world travelers"
"dataworld_1419","Kaggle_3908735","0.0","0.0","0.2800982800982801","American Water Works","american westbrook insurance services, llc"
"dataworld_1419","Kaggle_4094800","0.0","0.0","0.33029453015427773","American Water Works","american business info svc"
"dataworld_1419","Kaggle_4157942","0.0","0.0","0.46710526315789475","American Water Works","american superstores"
"dataworld_1419","Kaggle_4200563","0.0","0.0","0.41372282608695654","American Water Works","american fastener journal"
"dataworld_1419","Kaggle_4465536","0.0","0.0","0.5396825396825398","American Water Works","american workshop"
"dataworld_1419","Kaggle_4626663","0.0","0.0","0.3629032258064516","American Water Works","american catholic church"
"dataworld_1419","Kaggle_4626683","0.0","0.0","0.462962962962963","American Water Works","american car imports"
"dataworld_1419","Kaggle_4762217","0.0","0.0","0.31109022556390975","American Water Works","pan american montessori society"
"dataworld_1419","Kaggle_4802671","0.0","0.0","0.2924107142857143","American Water Works","criterion machine works"
"dataworld_1419","Kaggle_4879815","0.0","0.0","0.4528076463560335","American Water Works","american waterproofing toledo"
"dataworld_1419","Kaggle_5005751","0.0","0.0","0.3456896551724138","American Water Works","american furniture mfg"
"dataworld_1420","Kaggle_3515080","0.0","0.0","0.3683823529411765","Samsung Electro-Mechanic","elimec electro-mechanical engineering"
"dataworld_1420","Kaggle_3547100","0.0","0.0","0.3853530950305144","Samsung Electro-Mechanic","osca electromechanical technology co., ltd."
"dataworld_1420","Kaggle_3832187","0.0","0.0","0.42007575757575755","Samsung Electro-Mechanic","al nawaya link electromechanical cont."
"dataworld_1420","Kaggle_4080091","0.0","0.0","0.29623824451410663","Samsung Electro-Mechanic","shaum electric co., inc."
"dataworld_1420","Kaggle_4337259","0.0","0.0","0.33500717360114773","Samsung Electro-Mechanic","emc electro mechanical components gmbh"
"dataworld_1420","Kaggle_4345840","0.0","0.0","0.4504357298474946","Samsung Electro-Mechanic","oscar electromechanical works"
"dataworld_1420","Kaggle_4636350","0.0","0.0","0.35342261904761907","Samsung Electro-Mechanic","sanding electronic technology co.,ltd"
"dataworld_1420","Kaggle_4640248","0.0","0.0","0.42567567567567566","Samsung Electro-Mechanic","aragil electromechanical cont. llc"
"dataworld_1420","Kaggle_4798039","0.0","0.0","0.45892857142857146","Samsung Electro-Mechanic","guangzhou zhilitong electromechanical co., ltd"
"dataworld_1420","Kaggle_4798681","0.0","0.0","0.2872161480235492","Samsung Electro-Mechanic","yuyao chenteng electronics technologies co.,ltd"
"dataworld_1420","Kaggle_4802560","0.0","0.0","0.32642276422764227","Samsung Electro-Mechanic","samsung telecommunications japan co."
"dataworld_1420","Kaggle_4809075","0.0","0.0","0.38977272727272727","Samsung Electro-Mechanic","al thamer electromechanical works llc"
"dataworld_1420","Kaggle_4895464","0.0","0.0","0.3594961240310077","Samsung Electro-Mechanic","emirates electromechanical & industry llc"
"dataworld_1420","Kaggle_5112586","0.0","0.0","0.5638440860215054","Samsung Electro-Mechanic","hammers electromechanical"
"dataworld_1420","Kaggle_5147121","0.0","0.0","0.40469348659003834","Samsung Electro-Mechanic","y a k i electromechanical works l.l.c."
"dataworld_1420","Kaggle_5206889","0.0","0.0","0.2967032967032967","Samsung Electro-Mechanic","ningbo changyang electronics co., ltd"
"dataworld_1420","Kaggle_5244427","0.0","0.0","0.2809027777777778","Samsung Electro-Mechanic","nanjing clean energy electronic technology co., ltd"
"dataworld_1424","Kaggle_3461652","0.0","0.0","0.334375","Electric Power Development","resource one real estate and development"
"dataworld_1424","Kaggle_3485865","0.0","0.0","0.2974056603773585","Electric Power Development","bal mobil service and product development limited company"
"dataworld_1424","Kaggle_3509892","0.0","0.0","0.36553030303030304","Electric Power Development","arcova development, llc"
"dataworld_1424","Kaggle_3535421","0.0","0.0","0.2994112699747687","Electric Power Development","st james child development  center"
"dataworld_1424","Kaggle_3549591","0.0","0.0","0.3369047619047619","Electric Power Development","mike benzin developments"
"dataworld_1424","Kaggle_3566895","0.20930232558139536","0.0","0.32131782945736437","Electric Power Development","hbd - hospitality brand development"
"dataworld_1424","Kaggle_3591060","0.0","0.0","0.3927777777777778","Electric Power Development","schlesinger development llc"
"dataworld_1424","Kaggle_3591130","0.0","0.0","0.3485221674876847","Electric Power Development","technology group research & development co."
"dataworld_1424","Kaggle_3598403","0.0","0.0","0.30618466898954705","Electric Power Development","healthcare development systems"
"dataworld_1424","Kaggle_3601890","0.0","0.0","0.4473039215686275","Electric Power Development","power training and development, inc."
"dataworld_1424","Kaggle_3603088","0.0","0.0","0.32431610942249245","Electric Power Development","east sussex energy infrastructure and development limited"
"dataworld_1424","Kaggle_3615091","0.0","0.0","0.44485294117647056","Electric Power Development","hemisphere development"
"dataworld_1424","Kaggle_3632136","0.0","0.0","0.32807917888563054","Electric Power Development","international academy of human resource development"
"dataworld_1424","Kaggle_3672063","0.0","0.0","0.300891181988743","Electric Power Development","prionezhskaya electric power networks company"
"dataworld_1424","Kaggle_3678348","0.0","0.0","0.325249169435216","Electric Power Development","adonai environmental development and power"
"dataworld_1424","Kaggle_3682366","0.0","0.0","0.34868421052631576","Electric Power Development","elecksys research & development consultants"
"dataworld_1424","Kaggle_3685108","0.0","0.0","0.30052631578947364","Electric Power Development","downtown little rock community development corporation"
"dataworld_1424","Kaggle_3690597","0.0","0.0","0.37842105263157894","Electric Power Development","middle michigan development corporation"
"dataworld_1424","Kaggle_3696042","0.0","0.0","0.2800276115968707","Electric Power Development","apsley & grand, real estate investing and development"
"dataworld_1424","Kaggle_3698420","0.0","0.0","0.30981182795698925","Electric Power Development","electro service"
"dataworld_1424","Kaggle_3698993","0.0","0.0","0.289002557544757","Electric Power Development","medical device development - consulting"
